item_id,order_id,product_id,quantity,unit_price,discount_percent
ITEM001259,ORD000516,PROD0007,3,698.18,23.64
ITEM001260,ORD000517,PROD0476,4,12652.36,8.54
ITEM001261,ORD000517,PROD0286,1,53170.82,9.08
ITEM001262,ORD000517,PROD0129,4,427.99,24.61
ITEM001263,ORD000517,PROD0013,2,539.34,11.78
ITEM001264,ORD000518,PROD0163,3,912.26,25.08
ITEM001265,ORD000518,PROD0237,4,811.41,28.42
ITEM001266,ORD000518,PROD0439,5,1935.87,10.21
ITEM001267,ORD000518,PROD0488,2,33460.94,34.7
ITEM001268,ORD000519,PROD0091,2,3194.08,10.56
ITEM001269,ORD000519,PROD0436,4,467.22,12.49
ITEM001270,ORD000520,PROD0383,3,3625.56,19.85
ITEM001271,ORD000520,PROD0010,4,13385.19,14.13
ITEM001272,ORD000521,PROD0166,2,66724.08,6.19
ITEM001273,ORD000521,PROD0069,5,3200.31,37.12
ITEM001274,ORD000521,PROD0222,5,1915.62,10.46
ITEM001275,ORD000521,PROD0197,2,299.9,0.44
ITEM001276,ORD000522,PROD0305,4,18209.72,1.47
ITEM001277,ORD000522,PROD0314,3,2833.59,3.78
ITEM001278,ORD000522,PROD0310,3,705.81,23.13
ITEM001279,ORD000523,PROD0050,3,8703.83,14.06
ITEM001280,ORD000524,PROD0070,4,808.63,27.29
ITEM001281,ORD000524,PROD0340,2,949.51,37.99
ITEM001282,ORD000524,PROD0337,5,920.95,39.39
ITEM001283,ORD000525,PROD0260,1,166.34,30.19
ITEM001284,ORD000525,PROD0088,2,25885.68,23.05
ITEM001285,ORD000525,PROD0178,4,679.51,8.38
ITEM001286,ORD000526,PROD0029,3,2461.05,23.82
ITEM001287,ORD000526,PROD0095,-5,43724.06,21.91
ITEM001288,ORD000526,PROD0141,4,48171.47,24.31
ITEM001289,ORD000526,PROD0392,1,80421.87,3.76
ITEM001290,ORD000527,PROD0163,1,860.39,7.95
ITEM001291,ORD000528,PROD0290,3,3595.31,3.48
ITEM001292,ORD000528,PROD0238,4,67889.2,10.0
ITEM001293,ORD000528,PROD0281,5,1895.56,39.25
ITEM001294,ORD000528,PROD0238,4,80051.18,15.24
ITEM001295,ORD000529,PROD0215,5,1206.28,32.04
ITEM001296,ORD000529,PROD0219,2,48573.96,20.36
ITEM001297,ORD000529,PROD0254,3,941.15,18.76
ITEM001298,ORD000529,PROD0355,4,17471.63,35.06
ITEM001299,ORD000530,PROD0050,5,8179.83,27.04
ITEM001300,ORD000531,PROD0348,1,87473.73,20.32
ITEM001301,ORD000531,PROD0249,5,17175.48,37.12
ITEM001302,ORD000532,PROD0083,4,37116.95,33.2
ITEM001303,ORD000532,PROD0271,2,956.84,10.86
ITEM001304,ORD000532,PROD0059,4,386.42,16.97
ITEM001305,ORD000532,PROD0434,3,2931.78,26.23
ITEM001306,ORD000533,PROD0396,4,3348.24,33.68
ITEM001307,ORD000533,PROD0104,3,63340.83,28.68
ITEM001308,ORD000533,PROD0013,4,605.45,0.22
ITEM001309,ORD000534,PROD0154,5,28604.24,9.48
ITEM001310,ORD000534,PROD0163,1,868.28,0.29
ITEM001311,ORD000534,PROD0093,3,1112.22,7.46
ITEM001312,ORD000534,PROD0111,3,5785.89,27.87
ITEM001313,ORD000535,PROD0219,1,49000.69,
ITEM001314,ORD000536,PROD0067,3,1547.56,1.84
ITEM001315,ORD000536,PROD0057,2,777.16,23.26
ITEM001316,ORD000537,PROD0472,4,270.49,31.55
ITEM001317,ORD000537,PROD0425,2,3887.8,5.46
ITEM001318,ORD000537,PROD0399,4,42972.13,5.87
ITEM001319,ORD000538,PROD0396,-1,2756.84,25.13
ITEM001320,ORD000538,PROD0219,5,50215.44,39.07
ITEM001321,ORD000538,PROD0438,4,7593.33,9.44
ITEM001322,ORD000539,PROD0038,3,2032.58,10.78
ITEM001323,ORD000539,PROD0238,-3,63667.46,32.34
ITEM001324,ORD000539,PROD0360,2,1028.42,18.69
ITEM001325,ORD000539,PROD0425,4,3563.7,3.41
ITEM001326,ORD000540,PROD0477,2,35083.77,3.79
ITEM001327,ORD000541,PROD0050,3,8622.15,20.84
ITEM001328,ORD000542,PROD0340,2,1168.14,17.84
ITEM001329,ORD000543,PROD0219,1,42620.53,33.8
ITEM001330,ORD000544,PROD0396,4,2964.24,8.2
ITEM001331,ORD000545,PROD0207,5,14250.48,9.12
ITEM001332,ORD000545,PROD0368,4,1754.15,11.39
ITEM001333,ORD000545,PROD0428,5,91870.84,2.31
ITEM001334,ORD000546,PROD0427,5,12091.26,15.6
ITEM001335,ORD000547,PROD0351,4,1148.68,24.97
ITEM001336,ORD000547,PROD0477,1,39466.18,36.04
ITEM001337,ORD000548,PROD0013,1,736.34,17.43
ITEM001338,ORD000548,PROD0401,5,715.11,29.73
ITEM001339,ORD000549,PROD0453,5,84146.36,7.83
ITEM001340,ORD000550,PROD0462,4,509.36,39.14
ITEM001341,ORD000550,PROD0273,3,781.42,2.4
ITEM001342,ORD000551,PROD0088,1,20647.22,24.37
ITEM001343,ORD000551,PROD0252,-1,1492.84,5.12
ITEM001344,ORD000551,PROD0477,1,29972.51,15.38
ITEM001345,ORD000551,PROD0392,5,61667.64,1.3
ITEM001346,ORD000552,PROD0461,5,19194.64,36.61
ITEM001347,ORD000553,PROD0275,5,899.91,6.01
ITEM001348,ORD000553,PROD0163,2,903.45,34.32
ITEM001349,ORD000553,PROD0219,2,55519.12,17.46
ITEM001350,ORD000553,PROD0054,1,13965.63,14.49
ITEM001351,ORD000554,PROD0372,1,58839.1,1.64
ITEM001352,ORD000554,PROD0229,5,1957.5,29.67
ITEM001353,ORD000554,PROD0048,1,35958.27,20.5
ITEM001354,ORD000554,PROD0351,3,1497.9,5.45
ITEM001355,ORD000555,PROD0340,-3,861.32,37.31
ITEM001356,ORD000555,PROD0476,3,12626.88,37.37
ITEM001357,ORD000555,PROD0163,1,856.23,26.56
ITEM001358,ORD000555,PROD0372,4,50320.43,10.86
ITEM001359,ORD000556,PROD0163,1,959.15,5.94
ITEM001360,ORD000556,PROD0269,4,2534.62,0.68
ITEM001361,ORD000557,PROD0434,5,3209.29,12.42
ITEM001362,ORD000557,PROD0190,1,2809.54,27.11
ITEM001363,ORD000557,PROD0195,1,6816.54,8.84
ITEM001364,ORD000558,PROD0372,3,52627.13,15.02
ITEM001365,ORD000558,PROD0057,2,887.7,15.89
ITEM001366,ORD000559,PROD0477,1,37500.19,4.13
ITEM001367,ORD000560,PROD0019,3,12176.74,11.59
ITEM001368,ORD000561,PROD0442,4,67845.65,16.96
ITEM001369,ORD000561,PROD0483,3,2405.21,19.35
ITEM001370,ORD000561,PROD0365,1,24340.3,14.24
ITEM001371,ORD000562,PROD0013,1,616.4,3.55
ITEM001372,ORD000563,PROD0252,1,1426.11,23.32
ITEM001373,ORD000563,PROD0252,5,1478.15,2.74
ITEM001374,ORD000563,PROD0013,5,649.24,25.85
ITEM001375,ORD000563,PROD0038,5,2117.25,4.32
ITEM001376,ORD000564,PROD0013,1,614.02,27.44
ITEM001377,ORD000564,PROD0340,4,1159.65,
ITEM001378,ORD000565,PROD0245,5,1179.5,38.08
ITEM001379,ORD000565,PROD0288,3,1484.15,3.97
ITEM001380,ORD000566,PROD0202,3,28381.86,29.57
ITEM001381,ORD000566,PROD0142,2,4703.89,16.19
ITEM001382,ORD000566,PROD0129,4,448.09,10.31
ITEM001383,ORD000566,PROD0078,2,15479.28,17.36
ITEM001384,ORD000567,PROD0232,5,1019.93,12.09
ITEM001385,ORD000567,PROD0060,4,37147.97,37.99
ITEM001386,ORD000567,PROD0283,5,1198.88,3.67
ITEM001387,ORD000568,PROD0181,2,15165.65,6.1
ITEM001388,ORD000568,PROD0381,5,39460.04,10.73
ITEM001389,ORD000568,PROD0171,5,27176.76,26.45
ITEM001390,ORD000568,PROD0411,2,563.83,25.21
ITEM001391,ORD000569,PROD0125,2,1216.67,18.71
ITEM001392,ORD000569,PROD0340,1,1104.29,2.57
ITEM001393,ORD000570,PROD0470,5,13850.98,9.78
ITEM001394,ORD000570,PROD0378,4,10086.18,13.02
ITEM001395,ORD000570,PROD0317,3,2903.73,15.41
ITEM001396,ORD000570,PROD0017,1,54276.28,15.82
ITEM001397,ORD000571,PROD0122,5,13925.59,36.62
ITEM001398,ORD000571,PROD0013,3,615.1,35.31
ITEM001399,ORD000571,PROD0068,2,61247.32,17.25
ITEM001400,ORD000571,PROD0342,2,69462.17,25.26
ITEM001401,ORD000572,PROD0322,3,9477.31,9.42
ITEM001402,ORD000572,PROD0421,5,34992.48,7.5
ITEM001403,ORD000572,PROD0073,4,41336.33,39.8
ITEM001404,ORD000573,PROD0322,1,9578.9,8.18
ITEM001405,ORD000573,PROD0179,5,35041.85,32.94
ITEM001406,ORD000573,PROD0163,1,749.04,36.01
ITEM001407,ORD000573,PROD0408,4,343.0,13.35
ITEM001408,ORD000574,PROD0340,5,964.24,32.07
ITEM001409,ORD000575,PROD0013,1,725.21,35.87
ITEM001410,ORD000575,PROD0050,-1,7343.81,30.05
ITEM001411,ORD000576,PROD0050,4,8785.61,8.05
ITEM001412,ORD000576,PROD0132,2,5817.37,24.38
ITEM001413,ORD000577,PROD0385,4,1007.78,1.73
ITEM001414,ORD000577,PROD0179,3,34882.91,30.51
ITEM001415,ORD000578,PROD0163,4,755.42,26.98
ITEM001416,ORD000578,PROD0447,2,20076.69,0.31
ITEM001417,ORD000578,PROD0163,4,922.56,23.16
ITEM001418,ORD000579,PROD0371,1,429.68,15.32
ITEM001419,ORD000580,PROD0392,3,83310.71,32.14
ITEM001420,ORD000580,PROD0469,3,47449.95,23.31
ITEM001421,ORD000581,PROD0430,4,392.17,23.27
ITEM001422,ORD000582,PROD0340,2,923.06,10.6
ITEM001423,ORD000583,PROD0294,1,64439.23,1.38
ITEM001424,ORD000583,PROD0372,3,60997.35,1.31
ITEM001425,ORD000583,PROD0015,3,260.94,9.91
ITEM001426,ORD000584,PROD0365,4,20994.91,12.11
ITEM001427,ORD000584,PROD0430,5,337.36,30.84
ITEM001428,ORD000585,PROD0476,2,11262.2,33.14
ITEM001429,ORD000585,PROD0207,2,11564.43,24.9
ITEM001430,ORD000585,PROD0329,2,22610.48,22.62
ITEM001431,ORD000585,PROD0214,5,79723.86,18.16
ITEM001432,ORD000586,PROD0013,4,655.16,27.58
ITEM001433,ORD000586,PROD0013,1,675.3,35.7
ITEM001434,ORD000586,PROD0372,5,55722.39,2.95
ITEM001435,ORD000587,PROD0136,5,2558.02,28.91
ITEM001436,ORD000587,PROD0163,3,913.91,33.12
ITEM001437,ORD000587,PROD0163,3,770.18,34.1
ITEM001438,ORD000587,PROD0426,3,51789.56,18.76
ITEM001439,ORD000588,PROD0197,2,294.78,32.75
ITEM001440,ORD000588,PROD0363,4,18389.56,2.59
ITEM001441,ORD000588,PROD0228,-1,13808.11,24.25
ITEM001442,ORD000589,PROD0205,1,869.05,0.14
ITEM001443,ORD000589,PROD0310,2,651.84,16.25
ITEM001444,ORD000590,PROD0163,5,949.27,34.05
ITEM001445,ORD000591,PROD0129,2,429.08,35.24
ITEM001446,ORD000592,PROD0197,5,295.1,1.13
ITEM001447,ORD000592,PROD0085,5,11669.83,22.52
ITEM001448,ORD000592,PROD0271,1,769.69,33.77
ITEM001449,ORD000593,PROD0178,5,776.95,31.88
ITEM001450,ORD000593,PROD0374,3,1088.11,4.23
ITEM001451,ORD000593,PROD0125,5,1314.41,14.52
ITEM001452,ORD000594,PROD0348,4,78227.48,39.22
ITEM001453,ORD000594,PROD0282,5,1049.66,37.8
ITEM001454,ORD000595,PROD0093,4,944.89,30.07
ITEM001455,ORD000595,PROD0057,1,690.59,15.2
ITEM001456,ORD000595,PROD0304,4,545.66,3.56
ITEM001457,ORD000596,PROD0089,1,17184.84,30.59
ITEM001458,ORD000596,PROD0093,4,973.92,29.52
ITEM001459,ORD000597,PROD0101,3,816.4,2.13
ITEM001460,ORD000597,PROD0129,4,423.65,4.55
ITEM001461,ORD000597,PROD0181,5,16115.05,4.89
ITEM001462,ORD000598,PROD0385,2,992.24,20.43
ITEM001463,ORD000598,PROD0476,5,14569.69,32.44
ITEM001464,ORD000599,PROD0155,4,557.96,22.5
ITEM001465,ORD000600,PROD0031,3,61076.44,8.26
ITEM001466,ORD000600,PROD0472,3,235.52,23.5
ITEM001467,ORD000601,PROD0057,5,845.89,15.22
ITEM001468,ORD000601,PROD0163,4,893.33,7.88
ITEM001469,ORD000601,PROD0185,4,15620.21,21.48
ITEM001470,ORD000601,PROD0178,2,754.98,36.63
ITEM001471,ORD000602,PROD0022,1,1670.82,31.18
ITEM001472,ORD000603,PROD0290,5,3151.19,0.06
ITEM001473,ORD000603,PROD0384,5,620.2,24.9
ITEM001474,ORD000603,PROD0477,5,36895.59,38.13
ITEM001475,ORD000604,PROD0382,1,2210.66,19.98
ITEM001476,ORD000604,PROD0142,1,4227.09,33.48
ITEM001477,ORD000604,PROD0476,4,14108.08,13.37
ITEM001478,ORD000605,PROD0496,2,35730.96,13.67
ITEM001479,ORD000605,PROD0171,2,29835.13,11.38
ITEM001480,ORD000605,PROD0425,2,3893.91,15.4
ITEM001481,ORD000605,PROD0469,3,61925.93,27.41
ITEM001482,ORD000606,PROD0191,2,1109.2,39.41
ITEM001483,ORD000607,PROD0050,2,7767.45,29.53
ITEM001484,ORD000607,PROD0001,3,17948.65,15.97
ITEM001485,ORD000607,PROD0013,4,655.79,21.15
ITEM001486,ORD000608,PROD0128,2,34335.4,32.14
ITEM001487,ORD000608,PROD0163,1,976.18,30.36
ITEM001488,ORD000608,PROD0050,1,9060.15,21.95
ITEM001489,ORD000609,PROD0068,5,78602.06,23.4
ITEM001490,ORD000609,PROD0334,2,4241.28,10.81
ITEM001491,ORD000609,PROD0050,1,7249.57,14.47
ITEM001492,ORD000610,PROD0264,2,74466.7,36.23
ITEM001493,ORD000610,PROD0398,4,1587.45,2.07
ITEM001494,ORD000611,PROD0340,5,992.27,16.13
ITEM001495,ORD000611,PROD0246,2,10885.62,23.99
ITEM001496,ORD000611,PROD0170,3,3028.62,36.53
ITEM001497,ORD000612,PROD0339,3,693.19,4.55
ITEM001498,ORD000612,PROD0447,1,16131.7,8.71
ITEM001499,ORD000612,PROD0403,2,15022.76,7.32
ITEM001500,ORD000613,PROD0347,3,69741.57,19.06
ITEM001501,ORD000614,PROD0499,2,3099.86,38.7
ITEM001502,ORD000614,PROD0057,4,824.04,18.96
ITEM001503,ORD000615,PROD0290,5,3566.67,28.24
ITEM001504,ORD000615,PROD0340,3,1149.54,35.06
ITEM001505,ORD000616,PROD0425,4,3098.11,11.68
ITEM001506,ORD000616,PROD0011,1,22727.94,2.92
ITEM001507,ORD000616,PROD0392,4,78173.48,31.93
ITEM001508,ORD000616,PROD0057,4,754.65,17.47
ITEM001509,ORD000617,PROD0271,4,859.63,28.38
ITEM001510,ORD000617,PROD0248,2,52198.94,22.05
ITEM001511,ORD000618,PROD0459,2,17995.93,26.04
ITEM001512,ORD000618,PROD0219,1,57538.81,9.29
ITEM001513,ORD000619,PROD0371,5,339.47,9.41
ITEM001514,ORD000619,PROD0345,5,14942.73,7.65
ITEM001515,ORD000619,PROD0340,-3,1086.5,18.77
ITEM001516,ORD000619,PROD0311,-3,11804.6,22.34
ITEM001517,ORD000620,PROD0254,5,855.37,7.91
ITEM001518,ORD000620,PROD0166,4,60589.13,21.87
ITEM001519,ORD000620,PROD0162,1,1384.62,22.1
ITEM001520,ORD000621,PROD0353,3,1003.09,7.85
ITEM001521,ORD000621,PROD0075,3,560.29,3.85
ITEM001522,ORD000621,PROD0313,-1,2776.23,16.43
ITEM001523,ORD000622,PROD0323,4,1577.57,29.37
ITEM001524,ORD000623,PROD0349,4,15226.9,36.22
ITEM001525,ORD000623,PROD0122,4,14739.82,18.64
ITEM001526,ORD000623,PROD0013,2,676.94,4.48
ITEM001527,ORD000624,PROD0023,5,1374.58,22.81
ITEM001528,ORD000624,PROD0477,4,31831.36,12.81
ITEM001529,ORD000624,PROD0399,2,36101.8,23.25
ITEM001530,ORD000624,PROD0423,2,1544.6,33.65
ITEM001531,ORD000625,PROD0452,5,39481.21,2.15
ITEM001532,ORD000626,PROD0374,3,1078.37,9.4
ITEM001533,ORD000626,PROD0045,2,25116.4,38.07
ITEM001534,ORD000626,PROD0327,2,16790.97,3.03
ITEM001535,ORD000627,PROD0213,3,657.07,25.38
ITEM001536,ORD000628,PROD0304,2,649.39,24.26
ITEM001537,ORD000628,PROD0466,2,24832.64,25.77
ITEM001538,ORD000628,PROD0118,3,74859.34,16.45
ITEM001539,ORD000628,PROD0013,-4,534.18,0.48
ITEM001540,ORD000629,PROD0050,3,8181.49,12.14
ITEM001541,ORD000629,PROD0219,2,57408.31,9.28
ITEM001542,ORD000630,PROD0358,4,1184.54,15.11
ITEM001543,ORD000630,PROD0340,5,1113.31,23.28
ITEM001544,ORD000630,PROD0251,4,18452.92,17.52
ITEM001545,ORD000630,PROD0024,4,27189.42,8.52
ITEM001546,ORD000631,PROD0288,2,1539.51,8.99
ITEM001547,ORD000631,PROD0050,3,7945.77,20.39
ITEM001548,ORD000632,PROD0403,1,13513.89,1.22
ITEM001549,ORD000632,PROD0263,3,68337.39,25.06
ITEM001550,ORD000632,PROD0163,3,848.88,36.29
ITEM001551,ORD000632,PROD0493,2,2672.75,1.32
ITEM001552,ORD000633,PROD0276,5,9151.05,22.54
ITEM001553,ORD000633,PROD0477,3,30949.57,0.34
ITEM001554,ORD000633,PROD0351,1,1532.19,22.36
ITEM001555,ORD000634,PROD0335,3,461.79,26.95
ITEM001556,ORD000635,PROD0214,5,82036.07,18.24
ITEM001557,ORD000636,PROD0305,2,17693.17,30.49
ITEM001558,ORD000636,PROD0013,1,691.51,30.24
ITEM001559,ORD000637,PROD0495,3,1226.14,14.68
ITEM001560,ORD000638,PROD0447,1,17232.59,22.08
ITEM001561,ORD000639,PROD0237,3,861.9,30.78
ITEM001562,ORD000640,PROD0020,5,1241.53,32.21
ITEM001563,ORD000640,PROD0220,1,3420.01,18.53
ITEM001564,ORD000640,PROD0134,1,64411.9,33.6
ITEM001565,ORD000640,PROD0371,5,380.32,10.25
ITEM001566,ORD000641,PROD0357,1,1663.13,20.54
ITEM001567,ORD000642,PROD0208,5,15164.96,10.44
ITEM001568,ORD000642,PROD0057,3,805.44,37.16
ITEM001569,ORD000642,PROD0020,3,1353.1,32.56
ITEM001570,ORD000642,PROD0337,1,945.92,18.55
ITEM001571,ORD000643,PROD0020,2,1235.78,7.91
ITEM001572,ORD000643,PROD0163,4,820.08,31.76
ITEM001573,ORD000643,PROD0163,3,819.69,6.19
ITEM001574,ORD000643,PROD0399,1,38675.62,36.04
ITEM001575,ORD000644,PROD0166,2,62070.4,8.16
ITEM001576,ORD000645,PROD0430,3,360.25,16.95
ITEM001577,ORD000645,PROD0311,3,13547.96,26.79
ITEM001578,ORD000645,PROD0196,4,620.29,26.72
ITEM001579,ORD000646,PROD0128,1,33709.56,13.18
ITEM001580,ORD000646,PROD0365,3,29109.5,21.2
ITEM001581,ORD000646,PROD0291,1,914.71,32.68
ITEM001582,ORD000647,PROD0071,2,1060.63,9.2
ITEM001583,ORD000648,PROD0339,3,775.58,20.71
ITEM001584,ORD000649,PROD0155,5,543.29,35.67
ITEM001585,ORD000649,PROD0392,3,68877.0,11.22
ITEM001586,ORD000649,PROD0219,3,49388.02,15.62
ITEM001587,ORD000649,PROD0110,3,5495.77,0.35
ITEM001588,ORD000650,PROD0172,2,58673.6,14.57
ITEM001589,ORD000650,PROD0088,2,22919.97,22.5
ITEM001590,ORD000651,PROD0310,5,734.65,35.44
ITEM001591,ORD000651,PROD0219,3,55521.49,7.92
ITEM001592,ORD000651,PROD0042,5,4394.24,39.45
ITEM001593,ORD000652,PROD0219,2,48704.2,26.74
ITEM001594,ORD000652,PROD0048,2,32503.85,2.27
ITEM001595,ORD000652,PROD0020,5,1491.43,23.9
ITEM001596,ORD000653,PROD0477,4,38843.33,27.43
ITEM001597,ORD000653,PROD0041,5,10171.03,29.04
ITEM001598,ORD000653,PROD0383,3,3682.57,18.26
ITEM001599,ORD000654,PROD0063,1,80080.64,27.24
ITEM001600,ORD000655,PROD0206,2,630.28,27.31
ITEM001601,ORD000655,PROD0057,2,840.77,5.17
ITEM001602,ORD000656,PROD0186,1,924.7,1.62
ITEM001603,ORD000656,PROD0171,1,29420.1,9.26
ITEM001604,ORD000656,PROD0050,1,7275.23,32.19
ITEM001605,ORD000656,PROD0277,3,2122.77,14.26
ITEM001606,ORD000657,PROD0208,4,16784.54,7.3
ITEM001607,ORD000657,PROD0155,2,446.97,18.27
ITEM001608,ORD000658,PROD0342,2,62448.38,23.14
ITEM001609,ORD000658,PROD0477,0,29746.37,17.64
ITEM001610,ORD000659,PROD0078,3,15210.8,15.41
ITEM001611,ORD000659,PROD0318,3,448.74,14.45
ITEM001612,ORD000659,PROD0111,3,6461.84,22.38
ITEM001613,ORD000660,PROD0098,5,20917.56,24.91
ITEM001614,ORD000660,PROD0219,2,55363.52,19.05
ITEM001615,ORD000660,PROD0477,3,38882.36,39.15
ITEM001616,ORD000660,PROD0338,3,382.93,27.87
ITEM001617,ORD000661,PROD0246,5,8630.78,1.1
ITEM001618,ORD000661,PROD0219,1,55711.74,39.02
ITEM001619,ORD000661,PROD0110,3,6820.6,5.26
ITEM001620,ORD000661,PROD0392,5,79504.69,14.03
ITEM001621,ORD000662,PROD0380,2,15534.41,22.03
ITEM001622,ORD000662,PROD0381,5,40706.73,13.45
ITEM001623,ORD000662,PROD0381,2,33753.6,20.53
ITEM001624,ORD000662,PROD0219,4,47227.89,13.52
ITEM001625,ORD000663,PROD0261,3,787.32,36.35
ITEM001626,ORD000663,PROD0111,3,5440.29,7.12
ITEM001627,ORD000663,PROD0163,1,864.43,1.57
ITEM001628,ORD000664,PROD0307,3,1068.05,27.55
ITEM001629,ORD000664,PROD0057,4,810.74,11.84
ITEM001630,ORD000665,PROD0048,4,35796.46,17.66
ITEM001631,ORD000665,PROD0252,4,1473.79,34.6
ITEM001632,ORD000665,PROD0410,3,3523.24,38.31
ITEM001633,ORD000666,PROD0305,4,17896.86,11.59
ITEM001634,ORD000666,PROD0213,5,681.84,12.68
ITEM001635,ORD000666,PROD0015,3,331.01,4.38
ITEM001636,ORD000666,PROD0163,5,900.68,10.35
ITEM001637,ORD000667,PROD0247,1,51824.73,23.57
ITEM001638,ORD000667,PROD0026,4,28418.05,7.14
ITEM001639,ORD000667,PROD0340,1,1043.24,37.62
ITEM001640,ORD000667,PROD0483,4,2848.51,31.05
ITEM001641,ORD000668,PROD0171,2,27775.05,9.97
ITEM001642,ORD000668,PROD0373,5,315.07,23.48
ITEM001643,ORD000668,PROD0057,3,762.23,0.28
ITEM001644,ORD000669,PROD0434,4,2688.98,26.13
ITEM001645,ORD000670,PROD0013,3,716.85,9.84
ITEM001646,ORD000670,PROD0163,5,766.39,37.45
ITEM001647,ORD000671,PROD0427,1,13057.97,17.05
ITEM001648,ORD000671,PROD0128,3,36654.78,17.81
ITEM001649,ORD000671,PROD0376,1,721.42,39.67
ITEM001650,ORD000671,PROD0132,4,5702.11,33.04
ITEM001651,ORD000672,PROD0222,4,1824.52,14.31
ITEM001652,ORD000672,PROD0219,1,46439.47,14.99
ITEM001653,ORD000673,PROD0050,5,7652.46,10.96
ITEM001654,ORD000673,PROD0163,1,778.9,24.17
ITEM001655,ORD000673,PROD0063,3,67438.95,25.32
ITEM001656,ORD000673,PROD0341,5,296.36,33.63
ITEM001657,ORD000674,PROD0153,1,1673.61,8.46
ITEM001658,ORD000675,PROD0136,5,2368.4,16.8
ITEM001659,ORD000676,PROD0028,3,1267.19,26.0
ITEM001660,ORD000676,PROD0004,5,2449.3,3.38
ITEM001661,ORD000676,PROD0334,3,4357.93,36.83
ITEM001662,ORD000676,PROD0477,4,36775.22,28.78
ITEM001663,ORD000677,PROD0219,5,47951.33,26.85
ITEM001664,ORD000677,PROD0419,4,6688.68,37.06
ITEM001665,ORD000677,PROD0163,5,793.88,5.37
ITEM001666,ORD000678,PROD0497,3,12394.38,0.2
ITEM001667,ORD000678,PROD0340,1,967.72,23.8
ITEM001668,ORD000678,PROD0375,5,784.92,1.39
ITEM001669,ORD000678,PROD0219,4,46508.38,6.49
ITEM001670,ORD000679,PROD0111,5,5040.09,32.83
ITEM001671,ORD000679,PROD0398,1,2119.23,20.33
ITEM001672,ORD000679,PROD0178,5,639.4,12.79
ITEM001673,ORD000680,PROD0163,1,872.63,16.48
ITEM001674,ORD000680,PROD0115,5,63324.89,18.12
ITEM001675,ORD000680,PROD0247,4,58789.06,9.66
ITEM001676,ORD000681,PROD0477,4,38576.87,39.48
ITEM001677,ORD000681,PROD0245,3,1242.07,17.49
ITEM001678,ORD000681,PROD0219,2,50224.62,36.16
ITEM001679,ORD000681,PROD0275,1,864.6,17.29
ITEM001680,ORD000682,PROD0476,4,12452.19,23.68
ITEM001681,ORD000682,PROD0441,3,219.16,14.48
ITEM001682,ORD000682,PROD0480,4,17924.38,24.25
ITEM001683,ORD000682,PROD0041,2,10250.33,33.97
ITEM001684,ORD000683,PROD0329,3,23901.05,34.55
ITEM001685,ORD000684,PROD0243,2,10037.15,31.03
ITEM001686,ORD000684,PROD0302,3,26603.06,15.31
ITEM001687,ORD000685,PROD0191,1,906.25,16.32
ITEM001688,ORD000685,PROD0101,3,783.21,7.54
ITEM001689,ORD000685,PROD0051,5,17892.0,9.4
ITEM001690,ORD000686,PROD0153,5,1708.5,10.95
ITEM001691,ORD000686,PROD0057,3,756.4,1.97
ITEM001692,ORD000686,PROD0007,5,832.69,37.67
ITEM001693,ORD000687,PROD0013,1,584.81,3.44
ITEM001694,ORD000687,PROD0007,5,721.07,28.1
ITEM001695,ORD000687,PROD0475,4,4437.67,19.58
ITEM001696,ORD000687,PROD0118,4,67409.45,37.88
ITEM001697,ORD000688,PROD0252,4,1143.07,15.59
ITEM001698,ORD000688,PROD0163,5,904.41,29.8
ITEM001699,ORD000688,PROD0125,1,1178.59,13.83
ITEM001700,ORD000689,PROD0088,2,21340.78,17.47
ITEM001701,ORD000690,PROD0222,4,1930.42,35.38
ITEM001702,ORD000690,PROD0405,5,431.89,36.76
ITEM001703,ORD000690,PROD0050,3,10020.95,31.5
ITEM001704,ORD000691,PROD0477,1,37333.47,37.62
ITEM001705,ORD000692,PROD0013,4,721.89,13.01
ITEM001706,ORD000692,PROD0003,3,1751.87,8.62
ITEM001707,ORD000693,PROD0089,5,16701.44,3.72
ITEM001708,ORD000693,PROD0338,1,419.82,6.01
ITEM001709,ORD000693,PROD0477,5,32840.6,20.34
ITEM001710,ORD000694,PROD0470,4,12206.91,8.73
ITEM001711,ORD000694,PROD0163,1,724.63,26.62
ITEM001712,ORD000694,PROD0488,4,34938.16,17.84
ITEM001713,ORD000694,PROD0180,1,75401.17,12.36
ITEM001714,ORD000695,PROD0107,4,58512.05,28.47
ITEM001715,ORD000696,PROD0305,4,18075.67,37.53
ITEM001716,ORD000696,PROD0163,2,922.62,19.8
ITEM001717,ORD000696,PROD0496,5,36634.97,33.73
ITEM001718,ORD000697,PROD0163,3,941.74,31.56
ITEM001719,ORD000697,PROD0376,2,701.09,12.59
ITEM001720,ORD000697,PROD0413,5,13257.86,0.35
ITEM001721,ORD000697,PROD0484,1,17374.45,19.2
ITEM001722,ORD000698,PROD0411,2,495.68,1.8
ITEM001723,ORD000698,PROD0057,2,795.46,18.87
ITEM001724,ORD000698,PROD0096,2,1004.92,0.65
ITEM001725,ORD000699,PROD0303,2,4454.08,25.52
ITEM001726,ORD000699,PROD0342,3,65568.76,22.28
ITEM001727,ORD000699,PROD0389,5,14454.32,2.18
ITEM001728,ORD000700,PROD0313,4,3064.24,0.96
