txn_id,account_id,txn_date,amount,merchant
TXN012868,ACC0355,2025-07-17,45706.94,Unknown_POS
TXN012740,ACC0256,2025-05-22,4452.31,Uber
TXN003018,ACC0468,2025-05-01,100282.11,ATM_Withdrawal
TXN011024,ACC0467,2025-01-16,125934.16,BigBasket
TXN014825,ACC0360,2025-04-03,14511.78,Uber
TXN014872,ACC0373,2025-02-06,144274.93,Swiggy
TXN010471,ACC0482,2025-02-13,46315.35,Amazon
TXN004512,ACC0490,2025-01-08,48907.1,Swiggy
TXN016269,ACC0373,2025-04-11,8114.6,Swiggy
TXN014010,ACC0338,2025-07-28,2412.69,ATM_Withdrawal
TXN009246,ACC0017,2025-03-11,81484.93,Zomato
TXN004616,ACC0229,2025-04-20,105525.99,Uber
TXN018020,ACC0289,2025-03-08,77471.3,ATM_Withdrawal
TXN010285,ACC0276,2025-02-24,98901.67,Uber
TXN005701,ACC0001,2025-02-23,114216.31,Amazon
TXN013298,ACC0003,2025-03-10,54867.36,Swiggy
TXN018937,ACC0414,2025-06-03,109421.03,Unknown_POS
TXN012283,ACC0500,2025-05-22,75807.77,Zomato
TXN012125,ACC0124,2025-07-28,33341.68,Zomato
TXN019090,ACC0040,2025-02-22,148506.23,ATM_Withdrawal
TXN004485,ACC0198,2025-05-31,93013.34,ATM_Withdrawal
TXN015237,ACC0173,2025-01-29,74191.27,BigBasket
TXN008563,ACC0372,2025-02-15,1822.51,Amazon
TXN004839,ACC0224,2025-04-21,145867.99,Unknown_POS
TXN005328,ACC0450,2025-01-05,45744.75,ATM_Withdrawal
TXN015581,ACC0407,2025-03-30,79471.84,ATM_Withdrawal
TXN009254,ACC0158,2025-05-24,106562.69,Zomato
TXN000557,ACC0486,2025-03-16,68416.15,BigBasket
TXN005661,ACC0292,2025-02-12,82096.29,Flipkart
TXN008637,ACC0015,2025-06-18,62861.89,Uber
TXN012152,ACC0306,2025-02-04,23559.58,Uber
TXN004515,ACC0376,2025-04-20,119920.47,Flipkart
TXN000376,ACC0039,2025-06-01,85194.72,Unknown_POS
TXN008540,ACC0172,2025-04-10,109308.94,Unknown_POS
TXN014137,ACC0117,2025-05-05,103862.64,Zomato
TXN011022,ACC0429,2025-05-24,105351.85,Zomato
TXN000278,ACC0085,2025-06-07,20928.28,Zomato
TXN000226,ACC0299,2025-04-13,80178.39,Unknown_POS
TXN015210,ACC0466,2025-05-02,16005.12,Amazon
TXN013714,ACC0076,2025-06-07,91493.54,Swiggy
TXN010986,ACC0339,2025-04-27,120291.39,Unknown_POS
TXN014746,ACC0219,2025-04-20,6739.41,Unknown_POS
TXN017942,ACC0426,2025-02-10,41765.66,Amazon
TXN017507,ACC0335,2025-04-11,47180.62,Uber
TXN005083,ACC0202,2025-04-09,139682.44,Unknown_POS
TXN015894,ACC0491,2025-03-05,128913.81,BigBasket
TXN001058,ACC0368,2025-07-07,18575.46,Flipkart
TXN012716,ACC0286,2025-01-20,54598.62,Zomato
TXN019570,ACC0023,2025-03-28,50318.88,Zomato
TXN014215,ACC0030,2025-02-27,10594.24,BigBasket
TXN012640,ACC0441,2025-05-25,118758.76,Amazon
TXN018063,ACC0313,2025-06-16,136924.66,Swiggy
TXN001074,ACC0170,2025-01-23,7402.25,Unknown_POS
TXN011117,ACC0398,2025-03-08,21670.79,Flipkart
TXN017655,ACC0108,2025-07-11,6174.21,Swiggy
TXN014037,ACC0398,2025-02-17,85026.4,ATM_Withdrawal
TXN006581,ACC0364,2025-01-10,20548.94,Flipkart
TXN003253,ACC0493,2025-01-26,53234.43,Uber
TXN003690,ACC0309,2025-07-12,24830.33,ATM_Withdrawal
TXN005085,ACC0464,2025-03-13,19014.65,Swiggy
TXN010192,ACC0019,2025-05-14,23391.05,Zomato
TXN014840,ACC0031,2025-06-14,34285.5,Amazon
TXN011978,ACC0428,2025-03-12,124309.21,Flipkart
TXN006270,ACC0368,2025-03-21,47874.04,Uber
TXN008158,ACC0003,2025-02-12,19152.84,Amazon
TXN019834,ACC0197,2025-03-06,148449.38,Flipkart
TXN001917,ACC0098,2025-06-30,90624.9,Swiggy
TXN009197,ACC0351,2025-07-30,32311.46,Unknown_POS
TXN014311,ACC0316,2025-05-06,55085.3,Zomato
TXN018384,ACC0455,2025-03-11,88156.07,Unknown_POS
TXN014820,ACC0172,2025-07-08,113306.79,Swiggy
TXN005763,ACC0494,2025-07-07,46403.69,Swiggy
TXN015269,ACC0402,2025-04-17,38235.97,Swiggy
TXN015084,ACC0218,2025-04-21,54118.55,BigBasket
TXN008436,ACC0446,2025-07-24,46490.54,Flipkart
TXN014938,ACC0246,2025-05-20,146239.0,Zomato
TXN008204,ACC0065,2025-07-15,22912.31,BigBasket
TXN009008,ACC0102,2025-01-20,70516.03,ATM_Withdrawal
TXN001244,ACC0112,2025-06-07,96518.56,ATM_Withdrawal
TXN012990,ACC0015,2025-05-06,104172.13,Zomato
TXN007213,ACC0431,2025-06-22,57076.61,Swiggy
TXN000915,ACC0300,2025-01-31,59401.45,Zomato
TXN003704,ACC0139,2025-01-06,105446.37,ATM_Withdrawal
TXN001179,ACC0069,2025-01-03,10808.31,Amazon
TXN000701,ACC0408,2025-07-24,127427.64,Uber
TXN016662,ACC0021,2025-01-16,78963.37,Unknown_POS
TXN009232,ACC0131,2025-01-02,68883.44,Zomato
TXN004167,ACC0118,2025-07-08,105055.42,Flipkart
TXN010866,ACC0202,2025-02-23,11751.22,Zomato
TXN003878,ACC0232,2025-02-08,44008.26,Unknown_POS
TXN010117,ACC0089,2025-04-18,31125.62,Uber
TXN005690,ACC0044,2025-04-22,45151.29,Amazon
TXN004755,ACC0031,2025-01-02,114085.92,Amazon
TXN003381,ACC0322,2025-05-28,133296.19,Unknown_POS
TXN002292,ACC0422,2025-04-02,32930.97,Uber
TXN013520,ACC0329,2025-02-20,110684.69,Flipkart
TXN005262,ACC0259,2025-07-09,103987.31,Unknown_POS
TXN015312,ACC0215,2025-06-30,29402.81,Flipkart
TXN017432,ACC0245,2025-04-07,57006.35,Zomato
TXN015841,ACC0357,2025-07-20,56555.62,ATM_Withdrawal
TXN017996,ACC0352,2025-04-09,84049.36,Unknown_POS
TXN013466,ACC0339,2025-06-29,126803.59,Swiggy
TXN010841,ACC0092,2025-07-05,85808.1,Uber
TXN003816,ACC0129,2025-06-11,40268.33,Uber
TXN007350,ACC0172,2025-06-23,67257.53,Uber
TXN004893,ACC0219,2025-01-21,112142.35,Amazon
TXN015924,ACC0338,2025-03-04,122744.56,Unknown_POS
TXN003937,ACC0113,2025-04-30,137274.35,Swiggy
TXN006960,ACC0449,2025-04-17,106658.74,Swiggy
TXN011018,ACC0459,2025-04-06,17280.37,ATM_Withdrawal
TXN019283,ACC0416,2025-06-02,87787.65,ATM_Withdrawal
TXN003676,ACC0137,2025-05-23,56176.37,Unknown_POS
TXN009740,ACC0258,2025-01-29,43564.47,Uber
TXN010989,ACC0211,2025-03-05,46265.01,Flipkart
TXN004995,ACC0040,2025-03-07,69318.46,ATM_Withdrawal
TXN002655,ACC0492,2025-05-31,73969.97,Uber
TXN001399,ACC0115,2025-01-07,118693.37,Swiggy
TXN017564,ACC0015,2025-03-13,125198.12,Unknown_POS
TXN000275,ACC0442,2025-07-29,13093.1,Flipkart
TXN008049,ACC0318,2025-05-07,89823.72,Amazon
TXN001815,ACC0389,2025-03-13,102099.13,BigBasket
TXN011087,ACC0343,2025-01-17,93680.63,ATM_Withdrawal
TXN011003,ACC0189,2025-05-25,60563.75,ATM_Withdrawal
TXN017055,ACC0023,2025-01-30,109538.65,Amazon
TXN012834,ACC0139,2025-06-03,57485.42,Zomato
TXN014628,ACC0179,2025-04-10,62614.35,Swiggy
TXN001836,ACC0354,2025-04-19,143668.46,Zomato
TXN006977,ACC0007,2025-04-12,29609.7,Zomato
TXN002154,ACC0093,2025-06-03,104297.62,Amazon
TXN011880,ACC0124,2025-03-28,103492.74,Swiggy
TXN000360,ACC0444,2025-03-14,116040.45,Uber
TXN005992,ACC0062,2025-04-25,121307.3,Zomato
TXN012269,ACC0457,2025-04-07,52574.2,Flipkart
TXN015953,ACC0112,2025-02-05,143702.42,Uber
TXN007647,ACC0038,2025-02-22,58433.46,Amazon
TXN008771,ACC0049,2025-04-24,143867.19,Zomato
TXN010754,ACC0037,2025-05-29,100744.82,Amazon
TXN005996,ACC0086,2025-06-30,15928.91,BigBasket
TXN006863,ACC0328,2025-06-06,127339.48,Uber
TXN001905,ACC0131,2025-05-21,12759.6,Flipkart
TXN003779,ACC0326,2025-05-20,15993.9,ATM_Withdrawal
TXN015838,ACC0198,2025-07-06,126880.37,Swiggy
TXN001464,ACC0249,2025-05-11,41869.65,ATM_Withdrawal
TXN013136,ACC0216,2025-03-06,48326.74,Unknown_POS
TXN004719,ACC0064,2025-06-07,20258.41,Swiggy
TXN012183,ACC0267,2025-03-12,107261.66,Unknown_POS
TXN018402,ACC0146,2025-03-21,62233.33,Uber
TXN008998,ACC0371,2025-06-07,13399.59,Amazon
TXN002006,ACC0105,2025-06-14,5734.11,ATM_Withdrawal
TXN002139,ACC0251,2025-03-19,103213.22,Swiggy
TXN007945,ACC0166,2025-03-05,146165.26,Unknown_POS
TXN002060,ACC0231,2025-05-26,122164.85,Swiggy
TXN018654,ACC0088,2025-03-15,16947.96,Swiggy
TXN009397,ACC0444,2025-06-10,91408.23,Zomato
TXN015903,ACC0212,2025-04-04,34688.87,Uber
TXN004339,ACC0323,2025-06-05,11020.76,BigBasket
TXN007328,ACC0037,2025-07-26,68588.97,Flipkart
TXN018077,ACC0223,2025-01-13,46339.12,Unknown_POS
TXN001064,ACC0215,2025-03-20,46462.27,ATM_Withdrawal
TXN010984,ACC0017,2025-05-02,128330.28,Swiggy
TXN007939,ACC0403,2025-04-08,129229.81,Uber
TXN010572,ACC0129,2025-05-10,16668.47,BigBasket
TXN017263,ACC0031,2025-07-06,99556.1,Zomato
TXN007408,ACC0377,2025-03-11,14153.94,Zomato
TXN013803,ACC0477,2025-06-23,61728.37,Flipkart
TXN003129,ACC0235,2025-07-01,73761.96,Zomato
TXN002918,ACC0006,2025-03-23,62474.63,Swiggy
TXN004488,ACC0369,2025-03-16,96489.68,Swiggy
TXN016038,ACC0167,2025-06-21,87119.7,Flipkart
TXN002720,ACC0411,2025-01-04,130994.71,Zomato
TXN005606,ACC0276,2025-07-11,133918.86,Swiggy
TXN001495,ACC0011,2025-06-28,70481.5,Amazon
TXN019936,ACC0064,2025-07-24,22564.7,Amazon
TXN900004,ACC0030,2025/03/15,8700.0,Swiggy
TXN002537,ACC0116,2025-02-13,13248.11,BigBasket
TXN006110,ACC0315,2025-01-05,115676.05,ATM_Withdrawal
TXN010519,ACC0160,2025-06-17,42892.55,Flipkart
TXN006380,ACC0133,2025-02-12,65922.44,Zomato
TXN006718,ACC0345,2025-05-09,12541.2,Unknown_POS
TXN014852,ACC0278,2025-04-24,59794.72,Swiggy
TXN009185,ACC0152,2025-07-11,27892.63,BigBasket
TXN002958,ACC0362,2025-07-08,26577.31,Swiggy
TXN019186,ACC0037,2025-01-15,127642.79,Unknown_POS
TXN003451,ACC0467,2025-02-24,14842.68,Swiggy
TXN013044,ACC0069,2025-04-24,16097.29,Unknown_POS
TXN019046,ACC0049,2025-03-01,43401.19,Flipkart
TXN001513,ACC0296,2025-05-08,31982.27,ATM_Withdrawal
TXN011305,ACC0270,2025-06-20,46504.93,ATM_Withdrawal
TXN010918,ACC0245,2025-07-08,34234.56,Swiggy
TXN016717,ACC0193,2025-02-07,113173.15,Flipkart
TXN014146,ACC0311,2025-05-27,109665.67,Swiggy
TXN006378,ACC0479,2025-07-25,134370.64,ATM_Withdrawal
TXN013114,ACC0199,2025-01-04,99520.76,BigBasket
TXN007062,ACC0350,2025-07-02,54711.17,ATM_Withdrawal
TXN018855,ACC0293,2025-07-15,95173.69,ATM_Withdrawal
TXN008506,ACC0302,2025-07-08,95297.21,Flipkart
TXN011234,ACC0349,2025-05-04,74681.07,Zomato
TXN013338,ACC0172,2025-02-28,113851.93,BigBasket
TXN019558,ACC0123,2025-06-21,31082.93,Flipkart
TXN014232,ACC0325,2025-06-29,142621.56,BigBasket
TXN005385,ACC0100,2025-05-20,59434.65,Flipkart
TXN011939,ACC0376,2025-05-11,131959.05,Uber
TXN012166,ACC0326,2025-06-25,45588.74,Amazon
TXN005765,ACC0043,2025-05-06,149876.01,Swiggy
TXN008036,ACC0316,2025-04-17,102674.56,ATM_Withdrawal
TXN010441,ACC0452,2025-06-26,147743.13,Swiggy
TXN013878,ACC0206,2025-03-19,19577.62,Unknown_POS
TXN008695,ACC0431,2025-07-21,147974.87,BigBasket
TXN007127,ACC0013,2025-01-23,109320.02,Unknown_POS
TXN013184,ACC0183,2025-04-27,120334.78,Flipkart
TXN004071,ACC0459,2025-04-14,112857.67,Amazon
TXN000049,ACC0266,2025-02-23,84154.97,ATM_Withdrawal
TXN004373,ACC0342,2025-05-12,25589.21,Swiggy
TXN007984,ACC0257,2025-06-30,15003.47,ATM_Withdrawal
TXN005202,ACC0072,2025-04-18,145227.03,ATM_Withdrawal
TXN012217,ACC0373,2025-03-18,129336.22,Swiggy
TXN008837,ACC0195,2025-03-31,136469.55,Swiggy
TXN007395,ACC0267,2025-06-19,110544.91,Amazon
TXN016618,ACC0479,2025-07-15,24312.84,Amazon
TXN004350,ACC0372,2025-06-10,123909.6,Unknown_POS
TXN004330,ACC0438,2025-01-08,124887.87,Swiggy
TXN017952,ACC0378,2025-05-25,11079.15,Unknown_POS
TXN003815,ACC0500,2025-03-29,79934.23,Flipkart
TXN015107,ACC0141,2025-01-08,129795.1,Zomato
TXN019432,ACC0075,2025-04-24,55396.82,Swiggy
TXN005022,ACC0034,2025-04-18,146092.02,BigBasket
TXN012565,ACC0327,2025-02-21,50728.26,Unknown_POS
TXN009587,ACC0156,2025-01-18,128436.29,Flipkart
TXN013487,ACC0043,2025-07-01,58136.89,Swiggy
TXN010764,ACC0151,2025-02-02,139880.57,Uber
TXN017297,ACC0204,2025-04-30,47261.05,ATM_Withdrawal
TXN002905,ACC0193,2025-02-02,113545.16,Swiggy
TXN000747,ACC0257,2025-02-05,66012.81,Zomato
TXN003065,ACC0293,2025-03-08,149238.02,Zomato
TXN010546,ACC0193,2025-06-30,37186.28,Swiggy
TXN004143,ACC0046,2025-05-09,87452.74,Uber
TXN009777,ACC0438,2025-01-19,2849.57,ATM_Withdrawal
TXN017482,ACC0133,2025-06-22,112514.8,Zomato
TXN004927,ACC0462,2025-07-16,48716.64,Amazon
TXN005584,ACC0438,2025-02-10,81728.11,Unknown_POS
TXN003824,ACC0352,2025-06-25,54254.97,BigBasket
TXN009029,ACC0180,2025-07-12,73651.82,Zomato
TXN012702,ACC0392,2025-07-26,65117.86,Zomato
TXN015612,ACC0472,2025-06-13,38057.03,Unknown_POS
TXN002596,ACC0058,2025-03-11,102883.33,Amazon
TXN011044,ACC0018,2025-02-06,110749.47,Uber
TXN017306,ACC0326,2025-07-02,30684.51,Amazon
TXN900009,ACC9999,2025-02-14,1500.0,Uber
TXN007357,ACC0482,2025-01-03,64928.65,ATM_Withdrawal
TXN008345,ACC0367,2025-04-20,147239.4,Uber
TXN016798,ACC0290,2025-04-27,18877.12,Uber
TXN001232,ACC0487,2025-06-03,95730.53,Flipkart
TXN016719,ACC0105,2025-02-25,109712.26,Zomato
TXN008537,ACC0132,2025-01-31,65660.15,Amazon
TXN011755,ACC0342,2025-02-01,116869.25,Amazon
TXN018489,ACC0040,2025-07-28,17623.04,Flipkart
TXN013097,ACC0218,2025-03-29,107268.2,Swiggy
TXN018944,ACC0433,2025-03-12,63458.29,Amazon
TXN006817,ACC0093,2025-02-14,83432.16,Uber
TXN017118,ACC0245,2025-06-27,43910.74,Swiggy
TXN004490,ACC0471,2025-04-05,43222.59,Flipkart
TXN006381,ACC0319,2025-07-01,23960.08,BigBasket
TXN002780,ACC0490,2025-01-20,143795.84,Zomato
TXN011129,ACC0012,2025-03-15,146997.02,BigBasket
TXN019188,ACC0128,2025-01-06,70941.85,BigBasket
TXN013635,ACC0310,2025-04-25,54219.25,BigBasket
TXN001259,ACC0357,2025-04-10,134474.28,BigBasket
TXN012258,ACC0012,2025-01-09,89485.67,ATM_Withdrawal
TXN007427,ACC0342,2025-07-30,116996.23,Amazon
TXN017433,ACC0253,2025-05-01,109190.59,Swiggy
TXN017918,ACC0232,2025-06-02,46315.64,Uber
TXN011715,ACC0116,2025-06-14,121019.93,Amazon
TXN014016,ACC0324,2025-02-06,102801.53,Uber
TXN019278,ACC0276,2025-04-19,114122.04,Zomato
TXN010852,ACC0015,2025-02-21,135691.61,Swiggy
TXN018223,ACC0285,2025-02-15,145190.49,Flipkart
TXN000751,ACC0369,2025-01-30,72253.42,ATM_Withdrawal
TXN002834,ACC0222,2025-01-26,139858.58,BigBasket
TXN011061,ACC0322,2025-06-16,17132.2,Unknown_POS
TXN007466,ACC0434,2025-03-08,93202.76,Flipkart
TXN005704,ACC0233,2025-03-03,89081.87,Amazon
TXN009766,ACC0082,2025-03-03,80557.61,ATM_Withdrawal
TXN005711,ACC0379,2025-07-03,92685.5,Unknown_POS
TXN009030,ACC0367,2025-03-11,62799.11,Uber
TXN018641,ACC0316,2025-06-25,61378.02,Swiggy
TXN000953,ACC0346,2025-04-28,105397.43,Unknown_POS
TXN009245,ACC0461,2025-04-13,60162.96,Unknown_POS
TXN002145,ACC0012,2025-05-31,85968.64,ATM_Withdrawal
TXN001882,ACC0012,2025-02-15,126440.07,Flipkart
TXN004595,ACC0319,2025-01-17,55664.66,BigBasket
TXN018975,ACC0396,2025-07-17,141116.4,Uber
TXN012898,ACC0334,2025-07-27,26224.39,ATM_Withdrawal
TXN010814,ACC0039,2025-03-23,69019.06,Uber
TXN007849,ACC0312,2025-06-24,3113.95,Uber
TXN019500,ACC0216,2025-01-04,109212.79,Unknown_POS
TXN013923,ACC0150,2025-05-27,60902.32,ATM_Withdrawal
TXN010339,ACC0488,2025-04-29,56463.91,BigBasket
TXN001912,ACC0151,2025-05-09,76943.01,Flipkart
TXN015730,ACC0065,2025-07-09,69479.42,Amazon
TXN019668,ACC0346,2025-06-06,128322.63,BigBasket
TXN013261,ACC0328,2025-02-13,62393.3,Flipkart
TXN017780,ACC0019,2025-01-15,91717.16,Uber
TXN011517,ACC0210,2025-05-10,39132.12,Amazon
TXN001455,ACC0346,2025-05-06,100830.72,Unknown_POS
TXN009594,ACC0100,2025-04-30,105098.56,Amazon
TXN006907,ACC0381,2025-03-01,12472.43,Unknown_POS
TXN017945,ACC0225,2025-04-02,65762.78,Uber
TXN011827,ACC0450,2025-02-18,122792.85,Flipkart
TXN009123,ACC0425,2025-05-09,5257.99,Swiggy
TXN005875,ACC0396,2025-03-13,63456.58,ATM_Withdrawal
TXN012102,ACC0288,2025-05-27,133998.76,Uber
TXN009316,ACC0227,2025-05-07,25489.48,Amazon
TXN016644,ACC0111,2025-04-03,54987.51,BigBasket
TXN004974,ACC0253,2025-02-24,147805.96,BigBasket
TXN015879,ACC0030,2025-01-22,133566.67,Zomato
TXN000577,ACC0170,2025-03-02,460.56,Flipkart
TXN011387,ACC0300,2025-05-22,126032.93,ATM_Withdrawal
TXN019752,ACC0432,2025-05-22,26381.2,Swiggy
TXN018221,ACC0442,2025-03-21,6553.34,Flipkart
TXN017335,ACC0368,2025-05-22,102748.36,ATM_Withdrawal
TXN009411,ACC0440,2025-01-22,80390.83,ATM_Withdrawal
TXN003319,ACC0201,2025-06-01,29046.03,BigBasket
TXN001952,ACC0236,2025-04-29,86441.11,Flipkart
TXN005212,ACC0493,2025-04-29,66234.85,Flipkart
TXN014780,ACC0217,2025-06-18,55515.65,Flipkart
TXN004788,ACC0169,2025-07-02,95319.48,Amazon
TXN009851,ACC0293,2025-03-19,20017.04,ATM_Withdrawal
TXN014097,ACC0057,2025-07-21,33494.36,ATM_Withdrawal
TXN018726,ACC0483,2025-01-09,37701.32,Uber
TXN013831,ACC0248,2025-02-20,19275.83,Uber
TXN014411,ACC0186,2025-03-06,125385.8,Swiggy
TXN002570,ACC0305,2025-03-12,79457.93,ATM_Withdrawal
TXN014739,ACC0445,2025-01-26,75238.87,Flipkart
TXN000341,ACC0159,2025-06-20,111266.94,Swiggy
TXN015823,ACC0481,2025-02-07,40021.7,Zomato
TXN006266,ACC0343,2025-04-04,37369.01,Flipkart
TXN004009,ACC0171,2025-01-05,61130.08,Flipkart
TXN018466,ACC0485,2025-04-29,34115.95,ATM_Withdrawal
TXN015682,ACC0463,2025-01-15,68617.3,Swiggy
TXN000879,ACC0413,2025-01-23,66306.95,BigBasket
TXN014721,ACC0051,2025-07-16,135791.24,Flipkart
TXN010614,ACC0030,2025-07-24,103694.28,Flipkart
TXN004857,ACC0221,2025-06-29,114611.88,BigBasket
TXN018060,ACC0427,2025-05-22,15808.14,Unknown_POS
TXN002679,ACC0227,2025-07-15,56179.6,Amazon
TXN013755,ACC0495,2025-04-21,111765.57,Uber
TXN016426,ACC0287,2025-02-24,33692.16,Flipkart
TXN012276,ACC0478,2025-04-26,81004.45,Uber
TXN017325,ACC0256,2025-06-09,108115.26,Flipkart
TXN009746,ACC0056,2025-04-26,45330.52,Amazon
TXN019821,ACC0246,2025-05-05,47323.41,BigBasket
TXN013655,ACC0360,2025-07-05,133487.29,Amazon
TXN014740,ACC0206,2025-03-04,30135.96,Swiggy
TXN015360,ACC0147,2025-07-08,112278.6,ATM_Withdrawal
TXN018861,ACC0064,2025-03-03,39319.36,Zomato
TXN017533,ACC0454,2025-04-09,122025.21,Swiggy
TXN006688,ACC0138,2025-02-14,111826.2,BigBasket
TXN007578,ACC0462,2025-04-18,115878.28,Flipkart
TXN011846,ACC0460,2025-04-14,35232.4,Swiggy
TXN002182,ACC0090,2025-05-15,109262.7,Uber
TXN003360,ACC0328,2025-04-14,46973.01,ATM_Withdrawal
TXN015058,ACC0128,2025-05-06,80124.98,Amazon
TXN013802,ACC0307,2025-04-14,112431.07,Swiggy
TXN017488,ACC0151,2025-06-14,21298.82,ATM_Withdrawal
TXN010135,ACC0024,2025-05-24,52950.65,Amazon
TXN003551,ACC0333,2025-03-03,105092.21,Uber
TXN003158,ACC0312,2025-03-10,82818.75,Flipkart
TXN017271,ACC0037,2025-01-16,38715.15,Amazon
TXN009546,ACC0298,2025-07-16,60994.06,Amazon
TXN010118,ACC0352,2025-05-27,25845.18,Swiggy
TXN004646,ACC0085,2025-04-21,127225.82,Swiggy
TXN018425,ACC0404,2025-05-23,48425.24,Uber
TXN005382,ACC0210,2025-01-06,110638.2,Swiggy
TXN017795,ACC0323,2025-01-23,53629.36,ATM_Withdrawal
TXN000699,ACC0203,2025-07-30,99125.44,ATM_Withdrawal
TXN003030,ACC0174,2025-04-09,98124.04,Unknown_POS
TXN007605,ACC0164,2025-04-27,61046.25,Unknown_POS
TXN016916,ACC0393,2025-03-28,119841.23,Zomato
TXN015919,ACC0386,2025-03-02,144897.54,Uber
TXN016007,ACC0494,2025-05-27,87527.88,ATM_Withdrawal
TXN007052,ACC0179,2025-07-09,98814.09,ATM_Withdrawal
TXN018669,ACC0326,2025-03-24,126107.64,Uber
TXN019132,ACC0306,2025-04-14,30226.93,Amazon
TXN010606,ACC0087,2025-03-19,130959.71,Unknown_POS
TXN004881,ACC0424,2025-02-04,41803.0,ATM_Withdrawal
TXN014200,ACC0237,2025-06-12,99887.34,Flipkart
TXN013726,ACC0219,2025-01-21,65214.75,Amazon
TXN015861,ACC0398,2025-07-12,130602.18,ATM_Withdrawal
TXN018922,ACC0324,2025-02-20,102299.77,Zomato
TXN012679,ACC0367,2025-01-31,120728.69,Swiggy
TXN005132,ACC0466,2025-03-02,22296.37,Swiggy
TXN007746,ACC0487,2025-02-06,108902.3,Uber
TXN003984,ACC0056,2025-04-25,18960.16,Flipkart
TXN011321,ACC0120,2025-03-18,122594.92,ATM_Withdrawal
TXN010034,ACC0292,2025-04-16,115875.24,Swiggy
TXN007680,ACC0042,2025-05-03,48390.46,BigBasket
TXN007284,ACC0275,2025-07-02,108554.03,Zomato
TXN015284,ACC0001,2025-02-11,1251.16,ATM_Withdrawal
TXN011107,ACC0111,2025-03-14,106874.14,Amazon
TXN003695,ACC0228,2025-04-08,109325.8,Swiggy
TXN019146,ACC0479,2025-01-20,94466.83,Swiggy
TXN012949,ACC0349,2025-04-04,115357.42,BigBasket
TXN011837,ACC0444,2025-01-23,128433.59,Zomato
TXN016906,ACC0459,2025-04-21,24296.8,Uber
TXN016370,ACC0074,2025-02-27,45780.25,Swiggy
TXN016893,ACC0139,2025-02-08,111853.67,Swiggy
TXN017431,ACC0388,2025-05-16,31505.1,Uber
TXN005235,ACC0458,2025-07-14,85672.49,Swiggy
TXN009493,ACC0266,2025-01-24,102480.75,ATM_Withdrawal
TXN001612,ACC0472,2025-01-20,36961.31,ATM_Withdrawal
TXN009088,ACC0245,2025-06-23,11002.61,ATM_Withdrawal
TXN001238,ACC0132,2025-02-11,117120.66,Uber
TXN012938,ACC0194,2025-03-21,34223.66,Uber
TXN013398,ACC0155,2025-05-04,5358.62,Zomato
TXN000978,ACC0157,2025-05-15,6225.28,Swiggy
TXN018380,ACC0395,2025-01-12,37800.21,BigBasket
TXN001247,ACC0010,2025-05-08,22370.7,Amazon
TXN009099,ACC0278,2025-01-21,134887.65,Swiggy
TXN011144,ACC0431,2025-02-06,101315.57,ATM_Withdrawal
TXN017639,ACC0246,2025-01-14,27201.52,Unknown_POS
TXN005779,ACC0499,2025-02-07,18876.83,BigBasket
TXN010538,ACC0255,2025-03-07,101812.61,Amazon
TXN014064,ACC0080,2025-04-21,29669.92,ATM_Withdrawal
TXN019382,ACC0148,2025-07-07,136518.31,Swiggy
TXN015638,ACC0457,2025-03-22,76595.73,BigBasket
TXN002053,ACC0417,2025-02-06,40389.75,Zomato
TXN009804,ACC0038,2025-06-06,117182.3,Uber
TXN017509,ACC0424,2025-03-19,126393.57,Amazon
TXN019638,ACC0447,2025-03-21,72495.7,ATM_Withdrawal
TXN000166,ACC0007,2025-01-05,79436.18,Uber
TXN016630,ACC0295,2025-01-30,73131.0,BigBasket
TXN008775,ACC0354,2025-05-21,135291.86,Flipkart
TXN011401,ACC0401,2025-01-08,124200.2,Swiggy
TXN003869,ACC0200,2025-05-27,51810.36,Unknown_POS
TXN005394,ACC0433,2025-05-23,148941.87,Zomato
TXN013787,ACC0450,2025-01-09,403.16,Uber
TXN011459,ACC0195,2025-06-04,16331.85,Swiggy
TXN001822,ACC0088,2025-05-22,29105.85,Swiggy
TXN013677,ACC0236,2025-06-06,21184.41,ATM_Withdrawal
TXN014093,ACC0219,2025-07-10,26440.48,Uber
TXN015044,ACC0250,2025-03-10,33901.47,Swiggy
TXN017300,ACC0452,2025-04-18,10543.69,Zomato
TXN005224,ACC0382,2025-02-26,46143.36,Uber
TXN006163,ACC0488,2025-05-25,27618.42,ATM_Withdrawal
TXN003971,ACC0421,2025-02-19,118441.93,Unknown_POS
TXN009184,ACC0422,2025-06-10,22406.61,Uber
TXN009096,ACC0483,2025-01-19,64427.47,ATM_Withdrawal
TXN000596,ACC0442,2025-06-25,131998.54,Swiggy
TXN006719,ACC0460,2025-07-20,77314.59,Zomato
TXN013079,ACC0209,2025-03-05,48293.66,Amazon
TXN014509,ACC0110,2025-06-13,69823.33,Amazon
TXN017279,ACC0171,2025-01-20,107852.61,BigBasket
TXN000778,ACC0210,2025-04-03,16032.15,Unknown_POS
TXN002499,ACC0240,2025-07-10,121361.31,Unknown_POS
TXN013108,ACC0266,2025-03-18,17298.94,Zomato
TXN007151,ACC0268,2025-04-25,84198.66,ATM_Withdrawal
TXN010578,ACC0099,2025-06-26,37460.87,Flipkart
TXN015010,ACC0414,2025-02-05,77858.42,ATM_Withdrawal
