txn_id,account_id,txn_date,amount,merchant,ingestion_timestamp,source_system
TXN005348,ACC0331,2025-04-15,25895.45,Uber,2026-08-08T12:43:11.935Z,transactions.csv
TXN007930,ACC0111,2025-06-07,88428.52,Zomato,2026-08-08T12:43:11.935Z,transactions.csv
TXN007376,ACC0125,2025-05-02,100899.68,BigBasket,2026-08-08T12:43:11.935Z,transactions.csv
TXN001602,ACC0285,2025-06-18,95516.0,ATM_Withdrawal,2026-08-08T12:43:11.935Z,transactions.csv
TXN007170,ACC0157,2025-04-11,141908.26,BigBasket,2026-08-08T12:43:11.935Z,transactions.csv
TXN003975,ACC0081,2025-06-14,116422.47,Flipkart,2026-08-08T12:43:11.935Z,transactions.csv
TXN016524,ACC0319,2025-07-11,64010.51,Zomato,2026-08-08T12:43:11.935Z,transactions.csv
TXN001120,ACC0106,2025-07-05,5531.05,Unknown_POS,2026-08-08T12:43:11.935Z,transactions.csv
TXN000835,ACC0122,2025-03-10,70728.24,BigBasket,2026-08-08T12:43:11.935Z,transactions.csv
TXN009575,ACC0415,2025-02-16,145777.22,BigBasket,2026-08-08T12:43:11.935Z,transactions.csv
TXN019300,ACC0500,2025-01-19,23979.93,Flipkart,2026-08-08T12:43:11.935Z,transactions.csv
TXN011105,ACC0169,2025-06-17,136366.31,Amazon,2026-08-08T12:43:11.935Z,transactions.csv
TXN013833,ACC0475,2025-06-14,100516.12,Amazon,2026-08-08T12:43:11.935Z,transactions.csv
TXN017154,ACC0312,2025-03-26,79590.52,Amazon,2026-08-08T12:43:11.935Z,transactions.csv
TXN003418,ACC0494,2025-05-16,1936.14,BigBasket,2026-08-08T12:43:11.935Z,transactions.csv
TXN007189,ACC0444,2025-05-18,4799.48,Amazon,2026-08-08T12:43:11.935Z,transactions.csv
TXN003255,ACC0118,2025-06-29,12713.5,Unknown_POS,2026-08-08T12:43:11.935Z,transactions.csv
TXN019148,ACC0383,2025-07-18,113683.81,Unknown_POS,2026-08-08T12:43:11.935Z,transactions.csv
TXN000006,ACC0334,2025-02-23,115055.5,Unknown_POS,2026-08-08T12:43:11.935Z,transactions.csv
TXN012628,ACC0193,2025-03-08,69557.27,BigBasket,2026-08-08T12:43:11.935Z,transactions.csv
TXN003616,ACC0490,2025-03-20,94744.72,BigBasket,2026-08-08T12:43:11.935Z,transactions.csv
TXN018139,ACC0195,2025-07-27,6958.17,Flipkart,2026-08-08T12:43:11.935Z,transactions.csv
TXN004917,ACC0457,2025-03-18,139645.79,Zomato,2026-08-08T12:43:11.935Z,transactions.csv
TXN015643,ACC0309,2025-01-16,56971.32,Amazon,2026-08-08T12:43:11.935Z,transactions.csv
TXN005177,ACC0296,2025-07-04,56427.49,Zomato,2026-08-08T12:43:11.935Z,transactions.csv
TXN001760,ACC0444,2025-07-06,48816.18,Unknown_POS,2026-08-08T12:43:11.935Z,transactions.csv
TXN012915,ACC0233,2025-06-22,26069.91,Uber,2026-08-08T12:43:11.935Z,transactions.csv
TXN018358,ACC0085,2025-02-10,26853.86,BigBasket,2026-08-08T12:43:11.935Z,transactions.csv
TXN002302,ACC0332,2025-03-14,3206.04,Swiggy,2026-08-08T12:43:11.935Z,transactions.csv
TXN017597,ACC0338,2025-01-20,109423.55,Zomato,2026-08-08T12:43:11.935Z,transactions.csv
TXN008524,ACC0420,2025-06-27,123296.24,Unknown_POS,2026-08-08T12:43:11.935Z,transactions.csv
TXN003121,ACC0225,2025-05-04,124171.69,Amazon,2026-08-08T12:43:11.935Z,transactions.csv
TXN018517,ACC0140,2025-01-14,117044.97,Uber,2026-08-08T12:43:11.935Z,transactions.csv
TXN005304,ACC0198,2025-04-11,113749.51,Uber,2026-08-08T12:43:11.935Z,transactions.csv
TXN014992,ACC0080,2025-07-14,143488.48,Amazon,2026-08-08T12:43:11.935Z,transactions.csv
TXN009229,ACC0160,2025-07-07,141273.04,Zomato,2026-08-08T12:43:11.935Z,transactions.csv
TXN018283,ACC0133,2025-03-28,2313.44,Amazon,2026-08-08T12:43:11.935Z,transactions.csv
TXN008526,ACC0470,2025-07-29,149898.6,Swiggy,2026-08-08T12:43:11.935Z,transactions.csv
TXN016162,ACC0119,2025-04-26,13779.61,Unknown_POS,2026-08-08T12:43:11.935Z,transactions.csv
TXN002990,ACC0047,2025-05-12,116022.68,Uber,2026-08-08T12:43:11.935Z,transactions.csv
TXN008917,ACC0236,2025-01-17,61509.59,Unknown_POS,2026-08-08T12:43:11.935Z,transactions.csv
TXN005903,ACC0243,2025-02-21,86677.69,Flipkart,2026-08-08T12:43:11.935Z,transactions.csv
TXN018386,ACC0091,2025-05-21,95153.35,Zomato,2026-08-08T12:43:11.935Z,transactions.csv
TXN017818,ACC0219,2025-03-09,97567.09,Uber,2026-08-08T12:43:11.935Z,transactions.csv
TXN019967,ACC0494,2025-06-15,119360.48,Uber,2026-08-08T12:43:11.935Z,transactions.csv
TXN003128,ACC0136,2025-01-25,49537.35,Flipkart,2026-08-08T12:43:11.935Z,transactions.csv
TXN006020,ACC0186,2025-03-20,138600.47,BigBasket,2026-08-08T12:43:11.935Z,transactions.csv
TXN017846,ACC0213,2025-04-07,129904.39,BigBasket,2026-08-08T12:43:11.935Z,transactions.csv
TXN003648,ACC0362,2025-06-05,68027.36,Swiggy,2026-08-08T12:43:11.935Z,transactions.csv
TXN001868,ACC0097,2025-06-20,71384.97,ATM_Withdrawal,2026-08-08T12:43:11.935Z,transactions.csv
TXN013926,ACC0263,2025-04-29,62935.02,Unknown_POS,2026-08-08T12:43:11.935Z,transactions.csv
TXN019741,ACC0475,2025-05-11,30433.43,Uber,2026-08-08T12:43:11.935Z,transactions.csv
TXN014382,ACC0222,2025-03-14,107869.19,BigBasket,2026-08-08T12:43:11.935Z,transactions.csv
TXN008403,ACC0424,2025-02-03,26754.73,Zomato,2026-08-08T12:43:11.935Z,transactions.csv
TXN005127,ACC0180,2025-07-01,23168.5,Unknown_POS,2026-08-08T12:43:11.935Z,transactions.csv
TXN018897,ACC0220,2025-07-08,59914.22,Swiggy,2026-08-08T12:43:11.935Z,transactions.csv
TXN001957,ACC0235,2025-04-09,136629.42,Swiggy,2026-08-08T12:43:11.935Z,transactions.csv
TXN001035,ACC0353,2025-07-19,71516.5,ATM_Withdrawal,2026-08-08T12:43:11.935Z,transactions.csv
TXN005418,ACC0295,2025-01-25,20797.95,ATM_Withdrawal,2026-08-08T12:43:11.935Z,transactions.csv
TXN015386,ACC0301,2025-05-10,105469.42,Swiggy,2026-08-08T12:43:11.935Z,transactions.csv
TXN011889,ACC0474,2025-04-19,121652.92,Amazon,2026-08-08T12:43:11.935Z,transactions.csv
TXN010882,ACC0078,2025-02-11,134264.92,BigBasket,2026-08-08T12:43:11.935Z,transactions.csv
TXN005417,ACC0274,2025-04-09,114569.72,BigBasket,2026-08-08T12:43:11.935Z,transactions.csv
TXN019685,ACC0248,2025-02-12,85071.76,Zomato,2026-08-08T12:43:11.935Z,transactions.csv
TXN012672,ACC0299,2025-01-27,70645.15,Amazon,2026-08-08T12:43:11.935Z,transactions.csv
TXN018505,ACC0292,2025-01-14,26799.53,Uber,2026-08-08T12:43:11.935Z,transactions.csv
TXN009595,ACC0002,2025-05-28,122953.78,Uber,2026-08-08T12:43:11.935Z,transactions.csv
TXN017013,ACC0389,2025-03-14,71931.22,Amazon,2026-08-08T12:43:11.935Z,transactions.csv
TXN006836,ACC0447,2025-07-14,18980.84,Flipkart,2026-08-08T12:43:11.935Z,transactions.csv
TXN015595,ACC0099,2025-01-18,78604.91,ATM_Withdrawal,2026-08-08T12:43:11.935Z,transactions.csv
TXN005885,ACC0258,2025-03-25,105866.39,Swiggy,2026-08-08T12:43:11.935Z,transactions.csv
TXN015405,ACC0120,2025-02-03,36116.95,Flipkart,2026-08-08T12:43:11.935Z,transactions.csv
TXN016069,ACC0310,2025-02-11,124456.49,Amazon,2026-08-08T12:43:11.935Z,transactions.csv
TXN018199,ACC0443,2025-07-10,42631.76,Swiggy,2026-08-08T12:43:11.935Z,transactions.csv
TXN012077,ACC0059,2025-02-18,707.24,Amazon,2026-08-08T12:43:11.935Z,transactions.csv
TXN002314,ACC0418,2025-02-11,46142.38,ATM_Withdrawal,2026-08-08T12:43:11.935Z,transactions.csv
TXN006512,ACC0240,2025-05-19,75122.88,Uber,2026-08-08T12:43:11.935Z,transactions.csv
TXN012840,ACC0462,2025-03-18,30546.48,Swiggy,2026-08-08T12:43:11.935Z,transactions.csv
TXN017182,ACC0307,2025-01-26,104412.34,Swiggy,2026-08-08T12:43:11.935Z,transactions.csv
TXN000358,ACC0115,2025-07-25,77390.33,Amazon,2026-08-08T12:43:11.935Z,transactions.csv
TXN004223,ACC0150,2025-06-11,58512.63,BigBasket,2026-08-08T12:43:11.935Z,transactions.csv
TXN013397,ACC0487,2025-01-13,110858.32,Unknown_POS,2026-08-08T12:43:11.935Z,transactions.csv
TXN001956,ACC0213,2025-03-05,26977.74,Unknown_POS,2026-08-08T12:43:11.935Z,transactions.csv
TXN019594,ACC0186,2025-04-16,69975.72,Amazon,2026-08-08T12:43:11.935Z,transactions.csv
TXN010078,ACC0192,2025-04-11,117965.91,Swiggy,2026-08-08T12:43:11.935Z,transactions.csv
TXN004997,ACC0001,2025-04-24,17224.44,BigBasket,2026-08-08T12:43:11.935Z,transactions.csv
TXN017374,ACC0119,2025-01-04,141061.28,BigBasket,2026-08-08T12:43:11.935Z,transactions.csv
TXN015008,ACC0430,2025-04-21,123342.23,Zomato,2026-08-08T12:43:11.935Z,transactions.csv
TXN012765,ACC0226,2025-03-16,46842.6,Swiggy,2026-08-08T12:43:11.935Z,transactions.csv
TXN016554,ACC0383,2025-05-14,42152.45,Uber,2026-08-08T12:43:11.935Z,transactions.csv
TXN005222,ACC0212,2025-06-18,65221.95,Uber,2026-08-08T12:43:11.935Z,transactions.csv
TXN007393,ACC0112,2025-07-18,7955.55,Zomato,2026-08-08T12:43:11.935Z,transactions.csv
TXN005246,ACC0055,2025-02-04,116828.83,Zomato,2026-08-08T12:43:11.935Z,transactions.csv
TXN003179,ACC0176,2025-06-13,103059.49,Swiggy,2026-08-08T12:43:11.935Z,transactions.csv
TXN017771,ACC0424,2025-04-17,97717.58,ATM_Withdrawal,2026-08-08T12:43:11.935Z,transactions.csv
TXN013589,ACC0265,2025-04-19,141574.76,Flipkart,2026-08-08T12:43:11.935Z,transactions.csv
TXN013958,ACC0061,2025-01-27,9607.81,Zomato,2026-08-08T12:43:11.935Z,transactions.csv
TXN018906,ACC0130,2025-02-11,83722.94,BigBasket,2026-08-08T12:43:11.935Z,transactions.csv
TXN006333,ACC0264,2025-01-24,18697.14,Amazon,2026-08-08T12:43:11.935Z,transactions.csv
TXN008768,ACC0423,2025-05-27,16198.47,Amazon,2026-08-08T12:43:11.935Z,transactions.csv
TXN003433,ACC0492,2025-07-29,73640.68,Unknown_POS,2026-08-08T12:43:11.935Z,transactions.csv
TXN016707,ACC0423,2025-04-23,46854.69,Uber,2026-08-08T12:43:11.935Z,transactions.csv
TXN014368,ACC0254,2025-05-07,101410.9,Zomato,2026-08-08T12:43:11.935Z,transactions.csv
TXN012092,ACC0444,2025-06-09,111938.78,Flipkart,2026-08-08T12:43:11.935Z,transactions.csv
TXN005741,ACC0009,2025-01-03,44234.15,Swiggy,2026-08-08T12:43:11.935Z,transactions.csv
TXN009285,ACC0093,2025-01-10,87625.8,Unknown_POS,2026-08-08T12:43:11.935Z,transactions.csv
TXN005107,ACC0133,2025-03-10,126629.02,ATM_Withdrawal,2026-08-08T12:43:11.935Z,transactions.csv
TXN018446,ACC0194,2025-01-24,4206.43,Flipkart,2026-08-08T12:43:11.935Z,transactions.csv
TXN015857,ACC0327,2025-03-27,77117.64,ATM_Withdrawal,2026-08-08T12:43:11.935Z,transactions.csv
TXN002038,ACC0491,2025-03-07,115701.99,BigBasket,2026-08-08T12:43:11.935Z,transactions.csv
TXN008154,ACC0079,2025-05-12,92898.63,Zomato,2026-08-08T12:43:11.935Z,transactions.csv
TXN004761,ACC0406,2025-03-09,127918.63,Unknown_POS,2026-08-08T12:43:11.935Z,transactions.csv
TXN003463,ACC0194,2025-03-13,126403.01,Zomato,2026-08-08T12:43:11.935Z,transactions.csv
TXN013947,ACC0120,2025-01-21,142400.52,Zomato,2026-08-08T12:43:11.935Z,transactions.csv
TXN004315,ACC0337,2025-05-24,113563.98,Uber,2026-08-08T12:43:11.935Z,transactions.csv
TXN003586,ACC0377,2025-03-03,79606.1,Uber,2026-08-08T12:43:11.935Z,transactions.csv
TXN018803,ACC0322,2025-01-31,62530.29,Amazon,2026-08-08T12:43:11.935Z,transactions.csv
TXN004555,ACC0210,2025-04-30,112911.35,Swiggy,2026-08-08T12:43:11.935Z,transactions.csv
TXN012448,ACC0189,2025-07-26,146444.31,Swiggy,2026-08-08T12:43:11.935Z,transactions.csv
TXN005660,ACC0406,2025-01-29,149819.1,Flipkart,2026-08-08T12:43:11.935Z,transactions.csv
TXN001892,ACC0438,2025-05-18,44162.7,Swiggy,2026-08-08T12:43:11.935Z,transactions.csv
TXN013158,ACC0111,2025-03-27,80713.75,Zomato,2026-08-08T12:43:11.935Z,transactions.csv
TXN015434,ACC0491,2025-01-23,81815.02,Zomato,2026-08-08T12:43:11.935Z,transactions.csv
TXN016972,ACC0076,2025-07-06,119629.71,ATM_Withdrawal,2026-08-08T12:43:11.935Z,transactions.csv
TXN007906,ACC0201,2025-03-20,132172.87,BigBasket,2026-08-08T12:43:11.935Z,transactions.csv
TXN009270,ACC0099,2025-02-21,91190.45,Amazon,2026-08-08T12:43:11.935Z,transactions.csv
TXN017856,ACC0455,2025-01-09,142075.28,ATM_Withdrawal,2026-08-08T12:43:11.935Z,transactions.csv
TXN003059,ACC0076,2025-06-05,146527.66,Flipkart,2026-08-08T12:43:11.935Z,transactions.csv
TXN004451,ACC0046,2025-03-25,44082.82,Flipkart,2026-08-08T12:43:11.935Z,transactions.csv
TXN015467,ACC0209,2025-01-02,142552.9,Uber,2026-08-08T12:43:11.935Z,transactions.csv
TXN015026,ACC0181,2025-03-20,68885.4,Swiggy,2026-08-08T12:43:11.935Z,transactions.csv
TXN016173,ACC0039,2025-01-11,11715.07,Flipkart,2026-08-08T12:43:11.935Z,transactions.csv
TXN019305,ACC0357,2025-06-09,12498.53,Unknown_POS,2026-08-08T12:43:11.935Z,transactions.csv
TXN018482,ACC0219,2025-01-26,121078.55,Zomato,2026-08-08T12:43:11.935Z,transactions.csv
TXN014174,ACC0190,2025-03-24,19025.91,ATM_Withdrawal,2026-08-08T12:43:11.935Z,transactions.csv
TXN018721,ACC0097,2025-03-08,38355.18,BigBasket,2026-08-08T12:43:11.935Z,transactions.csv
TXN004492,ACC0363,2025-05-20,121168.99,Flipkart,2026-08-08T12:43:11.935Z,transactions.csv
TXN011152,ACC0241,2025-03-29,34642.86,Uber,2026-08-08T12:43:11.935Z,transactions.csv
TXN005014,ACC0444,2025-01-14,98620.61,Swiggy,2026-08-08T12:43:11.935Z,transactions.csv
TXN009848,ACC0001,2025-01-17,1847.44,Uber,2026-08-08T12:43:11.935Z,transactions.csv
TXN019336,ACC0296,2025-01-26,82669.83,BigBasket,2026-08-08T12:43:11.935Z,transactions.csv
TXN004547,ACC0340,2025-01-07,13916.64,Zomato,2026-08-08T12:43:11.935Z,transactions.csv
TXN003925,ACC0453,2025-04-23,113785.95,Unknown_POS,2026-08-08T12:43:11.935Z,transactions.csv
TXN015564,ACC0191,2025-04-22,23255.77,Swiggy,2026-08-08T12:43:11.935Z,transactions.csv
TXN009079,ACC0040,2025-05-04,1217.63,Amazon,2026-08-08T12:43:11.935Z,transactions.csv
TXN005644,ACC0479,2025-02-08,116866.45,Amazon,2026-08-08T12:43:11.935Z,transactions.csv
TXN005351,ACC0320,2025-05-12,4108.82,BigBasket,2026-08-08T12:43:11.935Z,transactions.csv
TXN009400,ACC0041,2025-06-20,142108.25,Swiggy,2026-08-08T12:43:11.935Z,transactions.csv
TXN019094,ACC0135,2025-04-12,10433.14,BigBasket,2026-08-08T12:43:11.935Z,transactions.csv
TXN012406,ACC0156,2025-04-21,110062.27,Uber,2026-08-08T12:43:11.935Z,transactions.csv
TXN014380,ACC0484,2025-01-28,123525.83,Uber,2026-08-08T12:43:11.935Z,transactions.csv
TXN008799,ACC0297,2025-05-07,130003.84,Flipkart,2026-08-08T12:43:11.935Z,transactions.csv
TXN019206,ACC0237,2025-04-29,70674.81,ATM_Withdrawal,2026-08-08T12:43:11.935Z,transactions.csv
TXN012037,ACC0304,2025-05-30,121270.87,Uber,2026-08-08T12:43:11.935Z,transactions.csv
TXN012375,ACC0054,2025-06-02,86309.61,Uber,2026-08-08T12:43:11.935Z,transactions.csv
TXN004435,ACC0273,2025-07-14,50716.3,ATM_Withdrawal,2026-08-08T12:43:11.935Z,transactions.csv
TXN008527,ACC0186,2025-04-29,32666.96,ATM_Withdrawal,2026-08-08T12:43:11.935Z,transactions.csv
TXN016191,ACC0351,2025-03-02,38912.48,Uber,2026-08-08T12:43:11.935Z,transactions.csv
TXN000847,ACC0111,2025-07-28,38180.74,Flipkart,2026-08-08T12:43:11.935Z,transactions.csv
TXN012340,ACC0346,2025-01-29,134360.09,Swiggy,2026-08-08T12:43:11.935Z,transactions.csv
TXN010006,ACC0106,2025-06-09,31568.85,Uber,2026-08-08T12:43:11.935Z,transactions.csv
TXN015175,ACC0189,2025-05-24,84806.58,Swiggy,2026-08-08T12:43:11.935Z,transactions.csv
TXN009052,ACC0464,2025-03-18,88131.45,Amazon,2026-08-08T12:43:11.935Z,transactions.csv
TXN010369,ACC0222,2025-04-24,35117.59,Amazon,2026-08-08T12:43:11.935Z,transactions.csv
TXN014734,ACC0473,2025-02-20,4496.77,ATM_Withdrawal,2026-08-08T12:43:11.935Z,transactions.csv
TXN002277,ACC0085,2025-04-23,112621.63,Unknown_POS,2026-08-08T12:43:11.935Z,transactions.csv
TXN015377,ACC0201,2025-01-02,95240.68,Uber,2026-08-08T12:43:11.935Z,transactions.csv
TXN000920,ACC0183,2025-06-15,23130.07,Flipkart,2026-08-08T12:43:11.935Z,transactions.csv
TXN011658,ACC0147,2025-04-19,38605.23,Zomato,2026-08-08T12:43:11.935Z,transactions.csv
TXN018625,ACC0099,2025-06-23,75520.64,Amazon,2026-08-08T12:43:11.935Z,transactions.csv
TXN004581,ACC0073,2025-05-04,139531.28,Unknown_POS,2026-08-08T12:43:11.935Z,transactions.csv
TXN011464,ACC0216,2025-01-28,19128.25,Unknown_POS,2026-08-08T12:43:11.935Z,transactions.csv
TXN019750,ACC0311,2025-02-23,137087.99,ATM_Withdrawal,2026-08-08T12:43:11.935Z,transactions.csv
TXN001723,ACC0262,2025-05-22,46872.25,BigBasket,2026-08-08T12:43:11.935Z,transactions.csv
TXN009840,ACC0273,2025-04-25,96247.35,Zomato,2026-08-08T12:43:11.935Z,transactions.csv
TXN007042,ACC0487,2025-05-04,119014.05,ATM_Withdrawal,2026-08-08T12:43:11.935Z,transactions.csv
TXN013798,ACC0171,2025-02-07,88342.52,Flipkart,2026-08-08T12:43:11.935Z,transactions.csv
TXN012986,ACC0377,2025-04-12,92776.83,Uber,2026-08-08T12:43:11.935Z,transactions.csv
TXN013650,ACC0461,2025-07-03,36047.26,BigBasket,2026-08-08T12:43:11.935Z,transactions.csv
TXN011021,ACC0229,2025-07-07,140950.3,ATM_Withdrawal,2026-08-08T12:43:11.935Z,transactions.csv
TXN014045,ACC0329,2025-05-28,60945.34,Uber,2026-08-08T12:43:11.935Z,transactions.csv
TXN019041,ACC0242,2025-01-02,149927.11,Swiggy,2026-08-08T12:43:11.935Z,transactions.csv
TXN000154,ACC0195,2025-05-26,125012.74,ATM_Withdrawal,2026-08-08T12:43:11.935Z,transactions.csv
TXN015113,ACC0064,2025-01-23,75930.5,BigBasket,2026-08-08T12:43:11.935Z,transactions.csv
TXN004772,ACC0025,2025-01-09,101389.3,Unknown_POS,2026-08-08T12:43:11.935Z,transactions.csv
TXN016744,ACC0328,2025-01-18,116718.51,Unknown_POS,2026-08-08T12:43:11.935Z,transactions.csv
TXN007121,ACC0311,2025-03-01,71181.9,Unknown_POS,2026-08-08T12:43:11.935Z,transactions.csv
TXN011095,ACC0002,2025-01-28,40502.25,Flipkart,2026-08-08T12:43:11.935Z,transactions.csv
TXN006633,ACC0014,2025-02-25,139097.74,BigBasket,2026-08-08T12:43:11.935Z,transactions.csv
TXN003872,ACC0179,2025-02-28,40404.79,Uber,2026-08-08T12:43:11.935Z,transactions.csv
TXN007848,ACC0019,2025-03-24,107702.71,Zomato,2026-08-08T12:43:11.935Z,transactions.csv
TXN007551,ACC0281,2025-02-07,106240.06,Amazon,2026-08-08T12:43:11.935Z,transactions.csv
TXN006407,ACC0373,2025-01-14,19884.85,ATM_Withdrawal,2026-08-08T12:43:11.935Z,transactions.csv
TXN003699,ACC0153,2025-07-17,5297.16,Flipkart,2026-08-08T12:43:11.935Z,transactions.csv
TXN008852,ACC0483,2025-05-29,48760.37,ATM_Withdrawal,2026-08-08T12:43:11.935Z,transactions.csv
TXN017895,ACC0004,2025-04-03,116424.98,ATM_Withdrawal,2026-08-08T12:43:11.935Z,transactions.csv
TXN011527,ACC0144,2025-05-19,122679.79,Swiggy,2026-08-08T12:43:11.935Z,transactions.csv
TXN006468,ACC0232,2025-01-06,143751.81,Unknown_POS,2026-08-08T12:43:11.935Z,transactions.csv
TXN010720,ACC0197,2025-07-26,2338.99,Flipkart,2026-08-08T12:43:11.935Z,transactions.csv
TXN015401,ACC0045,2025-06-22,56695.86,Zomato,2026-08-08T12:43:11.935Z,transactions.csv
TXN014881,ACC0358,2025-06-14,146074.63,BigBasket,2026-08-08T12:43:11.935Z,transactions.csv
TXN018288,ACC0410,2025-03-15,145223.26,Flipkart,2026-08-08T12:43:11.935Z,transactions.csv
TXN013567,ACC0081,2025-02-21,44345.65,Flipkart,2026-08-08T12:43:11.935Z,transactions.csv
TXN003447,ACC0025,2025-03-19,57765.96,BigBasket,2026-08-08T12:43:11.935Z,transactions.csv
TXN009034,ACC0067,2025-05-09,141510.55,Amazon,2026-08-08T12:43:11.935Z,transactions.csv
TXN003316,ACC0031,2025-07-13,61585.81,Swiggy,2026-08-08T12:43:11.935Z,transactions.csv
TXN018148,ACC0051,2025-03-17,134631.39,Unknown_POS,2026-08-08T12:43:11.935Z,transactions.csv
TXN001243,ACC0056,2025-02-06,81117.79,Unknown_POS,2026-08-08T12:43:11.935Z,transactions.csv
TXN011270,ACC0029,2025-04-25,76587.12,Amazon,2026-08-08T12:43:11.935Z,transactions.csv
TXN005683,ACC0131,2025-05-03,83422.59,Unknown_POS,2026-08-08T12:43:11.935Z,transactions.csv
TXN006303,ACC0228,2025-07-12,9575.34,Unknown_POS,2026-08-08T12:43:11.935Z,transactions.csv
TXN018443,ACC0004,2025-03-29,83513.38,Flipkart,2026-08-08T12:43:11.935Z,transactions.csv
TXN018067,ACC0402,2025-03-21,10211.22,Amazon,2026-08-08T12:43:11.935Z,transactions.csv
TXN003021,ACC0205,2025-07-17,49100.42,Uber,2026-08-08T12:43:11.935Z,transactions.csv
TXN002724,ACC0150,2025-02-03,90938.27,ATM_Withdrawal,2026-08-08T12:43:11.935Z,transactions.csv
TXN000112,ACC0193,2025-01-21,102425.42,Swiggy,2026-08-08T12:43:11.935Z,transactions.csv
TXN008418,ACC0104,2025-04-08,106412.52,Unknown_POS,2026-08-08T12:43:11.935Z,transactions.csv
TXN006990,ACC0013,2025-05-24,147806.48,Unknown_POS,2026-08-08T12:43:11.935Z,transactions.csv
TXN002250,ACC0114,2025-03-28,63940.07,Amazon,2026-08-08T12:43:11.935Z,transactions.csv
TXN003813,ACC0388,2025-06-26,88454.69,Swiggy,2026-08-08T12:43:11.935Z,transactions.csv
TXN010013,ACC0458,2025-06-10,94014.72,Unknown_POS,2026-08-08T12:43:11.935Z,transactions.csv
TXN007074,ACC0307,2025-04-27,129534.38,Zomato,2026-08-08T12:43:11.935Z,transactions.csv
TXN017616,ACC0356,2025-02-02,20184.86,ATM_Withdrawal,2026-08-08T12:43:11.935Z,transactions.csv
TXN016995,ACC0045,2025-06-26,70380.83,Unknown_POS,2026-08-08T12:43:11.935Z,transactions.csv
TXN010073,ACC0183,2025-06-23,100515.71,Swiggy,2026-08-08T12:43:11.935Z,transactions.csv
TXN017625,ACC0283,2025-04-16,17124.04,ATM_Withdrawal,2026-08-08T12:43:11.935Z,transactions.csv
TXN001658,ACC0357,2025-02-18,128858.85,Zomato,2026-08-08T12:43:11.935Z,transactions.csv
TXN015255,ACC0170,2025-05-14,44943.98,Uber,2026-08-08T12:43:11.935Z,transactions.csv
TXN005214,ACC0071,2025-05-26,104407.02,Zomato,2026-08-08T12:43:11.935Z,transactions.csv
TXN001874,ACC0123,2025-05-04,110201.2,BigBasket,2026-08-08T12:43:11.935Z,transactions.csv
TXN013732,ACC0420,2025-03-12,31722.97,Zomato,2026-08-08T12:43:11.935Z,transactions.csv
TXN007155,ACC0375,2025-02-08,51017.32,Amazon,2026-08-08T12:43:11.935Z,transactions.csv
TXN001142,ACC0241,2025-03-01,142119.87,Swiggy,2026-08-08T12:43:11.935Z,transactions.csv
TXN019690,ACC0088,2025-03-30,125512.82,Amazon,2026-08-08T12:43:11.935Z,transactions.csv
TXN009338,ACC0112,2025-02-04,135519.17,Zomato,2026-08-08T12:43:11.935Z,transactions.csv
TXN017555,ACC0077,2025-02-08,129352.54,Amazon,2026-08-08T12:43:11.935Z,transactions.csv
TXN015495,ACC0144,2025-02-07,24199.65,ATM_Withdrawal,2026-08-08T12:43:11.935Z,transactions.csv
TXN010159,ACC0176,2025-01-20,41508.19,Unknown_POS,2026-08-08T12:43:11.935Z,transactions.csv
TXN010456,ACC0329,2025-06-06,26086.94,Uber,2026-08-08T12:43:11.935Z,transactions.csv
TXN002409,ACC0239,2025-04-30,96390.55,ATM_Withdrawal,2026-08-08T12:43:11.935Z,transactions.csv
TXN012598,ACC0443,2025-03-17,54531.03,BigBasket,2026-08-08T12:43:11.935Z,transactions.csv
TXN006053,ACC0445,2025-02-20,117985.78,Flipkart,2026-08-08T12:43:11.935Z,transactions.csv
TXN015321,ACC0343,2025-06-05,74454.93,Unknown_POS,2026-08-08T12:43:11.935Z,transactions.csv
TXN002180,ACC0141,2025-01-03,14737.13,Zomato,2026-08-08T12:43:11.935Z,transactions.csv
TXN002710,ACC0221,2025-05-03,45547.58,Zomato,2026-08-08T12:43:11.935Z,transactions.csv
TXN019156,ACC0429,2025-03-24,3536.31,Uber,2026-08-08T12:43:11.935Z,transactions.csv
TXN017830,ACC0312,2025-05-22,53147.12,Unknown_POS,2026-08-08T12:43:11.935Z,transactions.csv
TXN014906,ACC0257,2025-05-01,3893.79,Zomato,2026-08-08T12:43:11.935Z,transactions.csv
TXN012458,ACC0010,2025-01-04,63076.52,Uber,2026-08-08T12:43:11.935Z,transactions.csv
TXN012941,ACC0032,2025-05-30,148474.0,Zomato,2026-08-08T12:43:11.935Z,transactions.csv
TXN007545,ACC0404,2025-03-12,60298.86,Flipkart,2026-08-08T12:43:11.935Z,transactions.csv
TXN009219,ACC0429,2025-05-02,76784.72,Amazon,2026-08-08T12:43:11.935Z,transactions.csv
TXN010974,ACC0295,2025-04-17,68850.2,Flipkart,2026-08-08T12:43:11.935Z,transactions.csv
TXN007982,ACC0118,2025-02-04,60230.32,Flipkart,2026-08-08T12:43:11.935Z,transactions.csv
TXN013034,ACC0046,2025-05-02,120236.06,Swiggy,2026-08-08T12:43:11.935Z,transactions.csv
TXN010644,ACC0293,2025-07-12,124100.23,Unknown_POS,2026-08-08T12:43:11.935Z,transactions.csv
TXN012546,ACC0016,2025-05-25,97918.43,Flipkart,2026-08-08T12:43:11.935Z,transactions.csv
