order_id,customer_id,order_date,status,region_code
ORD000385,CUST0846,2025-02-21 16:04:47,DELIVERED,NORTH
ORD000386,CUST0466,15-12-2023,DELIVERED,WEST
ORD000387,CUST0385,2024-05-18 07:47:00,CANCELLED,SOUTH
ORD000388,CUST0198,2026-03-12 00:23:18,DELIVERED,SOUTH
ORD000389,,2023-09-28 11:57:30,DELIVERED,EAST
ORD000390,CUST0016,2023-07-14 01:13:14,DELIVERED,WEST
ORD000391,,2025-11-25 09:12:46,PLACED,CENTRAL
ORD000392,CUST0867,2024-08-22 22:07:12,DELIVERED,WEST
ORD000393,CUST0673,22-01-2025,PLACED,SOUTH
ORD000394,CUST0196,2022-09-27 03:00:55,DELIVERED,NORTH
ORD000395,CUST0717,2023-10-06 03:32:56,SHIPPED,SOUTH
ORD000396,CUST0746,2023-11-13 11:31:21,SHIPPED,CENTRAL
ORD000397,CUST0401,2022-01-30 14:40:44,DELIVERED,NORTH
ORD000398,CUST0831,2024-10-24 05:22:14,PLACED,WEST
ORD000399,,2025-05-31 07:14:01,DELIVERED,NORTH
ORD000400,CUST0597,2022-08-30 12:25:54,DELIVERED,NORTH
ORD000401,CUST0494,2022-08-27 03:17:50,PLACED,EAST
ORD000402,CUST0966,2026-04-20 06:09:55,SHIPPED,EAST
ORD000403,CUST0877,2023-05-21 11:12:21,DELIVERED,SOUTH
ORD000404,CUST0747,2023-09-28 01:56:30,SHIPPED,EAST
ORD000405,CUST0344,2023-04-08 06:51:13,SHIPPED,EAST
ORD000406,CUST0474,2022-07-09 17:50:10,DELIVERED,CENTRAL
ORD000407,CUST0662,2022-12-16 01:20:14,DELIVERED,SOUTH
ORD000408,CUST0224,2025-12-09 15:47:46,DELIVERED,EAST
ORD000409,CUST0708,2024-10-28 20:05:00,DELIVERED,NORTH
ORD000410,CUST0225,2023-03-23 17:01:40,CANCELLED,CENTRAL
ORD000411,CUST0204,2022-10-14 17:00:42,DELIVERED,WEST
ORD000412,CUST0904,2023-10-23 03:48:31,CANCELLED,NORTH
ORD000413,CUST0510,2023-11-21 23:35:19,SHIPPED,EAST
ORD000414,CUST0502,2023-01-17 00:47:30,DELIVERED,CENTRAL
ORD000415,CUST0466,2024-03-28 17:14:32,SHIPPED,EAST
ORD000416,CUST0518,01-04-2024,CANCELLED,SOUTH
ORD000417,CUST0904,2024-11-04 03:55:36,DELIVERED,CENTRAL
ORD000418,CUST0032,2024-11-14 06:03:28,CANCELLED,CENTRAL
ORD000419,CUST0971,2026-03-20 05:04:50,DELIVERED,NORTH
ORD000420,CUST0337,2026-04-18 05:09:01,DELIVERED,SOUTH
ORD000421,CUST0682,2023-02-15 06:15:53,PLACED,SOUTH
ORD000422,CUST0468,2026-01-23 08:54:37,DELIVERED,EAST
ORD000423,,2022-11-23 12:33:02,DELIVERED,WEST
ORD000424,CUST0912,2025-09-30 13:42:01,DELIVERED,NORTH
ORD000425,CUST0348,2022-10-01 14:33:33,CANCELLED,WEST
ORD000426,CUST0564,2023-12-12 17:46:43,RETURNED,NORTH
ORD000427,CUST0643,2026-04-22 08:33:42,DELIVERED,NORTH
ORD000428,CUST0762,2022-06-08 23:30:17,DELIVERED,NORTH
ORD000429,CUST0466,2023-11-27 13:59:00,DELIVERED,EAST
ORD000430,CUST0691,2024-09-11 01:16:04,RETURNED,SOUTH
ORD000431,CUST0696,2022-08-06 16:55:38,DELIVERED,NORTH
ORD000432,CUST0442,2026-07-11 00:26:42,PLACED,CENTRAL
ORD000433,CUST0488,2024-09-22 23:48:17,DELIVERED,NORTH
ORD000434,CUST0272,2025-07-22 04:13:18,DELIVERED,WEST
ORD000435,CUST0786,2025-12-29 12:11:57,RETURNED,NORTH
ORD000436,CUST0978,2024-12-24 13:57:42,PLACED,NORTH
ORD000437,CUST0934,2025-04-23 09:23:15,DELIVERED,WEST
ORD000438,CUST0497,2022-03-23 04:25:31,DELIVERED,NORTH
ORD000439,CUST0699,2023-06-01 15:29:57,SHIPPED,NORTH
ORD000440,CUST0197,01-01-2024,DELIVERED,NORTH
ORD000441,CUST0393,2022-03-16 19:20:34,SHIPPED,NORTH
ORD000442,CUST0154,2022-10-24 23:02:38,CANCELLED,EAST
ORD000443,CUST0699,2023-05-15 19:03:43,PLACED,EAST
ORD000444,CUST0166,2026-01-22 23:13:19,PLACED,CENTRAL
ORD000445,CUST0093,2025-07-28 10:59:41,PLACED,EAST
ORD000446,CUST0751,2022-06-12 15:46:51,DELIVERED,CENTRAL
ORD000447,CUST0329,2024-11-18 19:37:48,SHIPPED,NORTH
ORD000448,CUST0509,2026-04-07 15:54:31,DELIVERED,SOUTH
ORD000449,CUST0688,2025-05-23 14:30:54,DELIVERED,EAST
ORD000450,,2023-03-01 00:40:53,DELIVERED,EAST
ORD000451,CUST0637,2025-07-24 11:35:01,SHIPPED,EAST
ORD000452,CUST0644,2026-01-31 22:11:04,DELIVERED,CENTRAL
ORD000453,CUST0429,2025-02-16 00:27:27,DELIVERED,WEST
ORD000454,CUST0861,2024-10-18 07:40:08,SHIPPED,WEST
ORD000455,CUST0036,2025-03-16 02:51:43,DELIVERED,EAST
ORD000456,CUST0758,2024-12-20 13:26:30,DELIVERED,WEST
ORD000457,CUST0035,2025-07-03 21:17:48,DELIVERED,WEST
ORD000458,CUST0776,2026-03-19 10:20:09,DELIVERED,SOUTH
ORD000459,CUST0567,2024-02-15 22:06:16,PLACED,WEST
ORD000460,CUST0993,2025-03-14 10:32:05,SHIPPED,WEST
ORD000461,CUST0391,2023-03-22 15:13:31,SHIPPED,EAST
ORD000462,CUST0687,2025-11-07 23:03:04,DELIVERED,CENTRAL
ORD000463,CUST0240,2024-04-07 18:00:58,SHIPPED,WEST
ORD000464,CUST0873,30-03-2024,DELIVERED,WEST
ORD000465,CUST0697,2022-07-21 13:57:26,DELIVERED,WEST
ORD000466,CUST0664,2025-06-21 08:09:45,DELIVERED,NORTH
ORD000467,CUST0740,2022-02-16 11:50:01,SHIPPED,WEST
ORD000468,CUST0953,2022-02-16 21:53:39,DELIVERED,CENTRAL
ORD000469,CUST0207,2022-11-27 16:40:00,CANCELLED,SOUTH
ORD000470,CUST0720,2023-02-14 11:45:00,PLACED,NORTH
ORD000471,CUST0494,2023-05-17 21:57:49,SHIPPED,SOUTH
ORD000472,CUST0527,2022-08-16 21:59:28,CANCELLED,SOUTH
ORD000473,CUST0725,2022-05-24 00:15:02,DELIVERED,WEST
ORD000474,CUST0996,2024-02-29 02:33:42,RETURNED,CENTRAL
ORD000475,CUST0783,2025-08-18 19:26:54,DELIVERED,NORTH
ORD000476,CUST0436,2026-01-25 01:27:10,DELIVERED,CENTRAL
ORD000477,CUST0474,2026-06-01 04:31:00,DELIVERED,CENTRAL
ORD000478,CUST0135,2022-12-13 13:20:33,DELIVERED,SOUTH
ORD000479,CUST0223,2022-07-18 12:00:57,PLACED,WEST
ORD000480,CUST0769,2023-12-03 10:45:04,DELIVERED,WEST
ORD000481,CUST0601,2025-05-02 01:18:05,PLACED,EAST
ORD000482,,2024-01-30 20:31:04,SHIPPED,SOUTH
ORD000483,CUST0331,2025-12-31 16:00:53,SHIPPED,SOUTH
ORD000484,CUST0313,2024-02-26 09:22:05,PLACED,SOUTH
ORD000485,CUST0167,2022-01-25 09:26:42,DELIVERED,CENTRAL
ORD000486,CUST0652,2022-12-15 12:31:56,DELIVERED,CENTRAL
ORD000487,CUST0407,2024-09-20 23:36:24,DELIVERED,SOUTH
ORD000488,CUST0413,2025-10-01 02:21:27,DELIVERED,SOUTH
ORD000489,CUST0643,2026-02-01 04:21:15,DELIVERED,WEST
ORD000490,CUST0667,2022-01-25 19:04:57,DELIVERED,EAST
ORD000491,CUST0437,2022-07-22 11:59:50,SHIPPED,CENTRAL
ORD000492,CUST0567,2022-06-12 02:02:16,DELIVERED,SOUTH
ORD000493,CUST0747,2025-11-13 23:41:42,SHIPPED,WEST
ORD000494,CUST0977,2023-06-29 20:05:48,DELIVERED,NORTH
ORD000495,CUST0160,2023-09-13 02:12:57,SHIPPED,CENTRAL
ORD000496,CUST0112,2026-05-20 01:51:35,DELIVERED,SOUTH
ORD000497,CUST0477,2024-09-01 07:11:13,DELIVERED,CENTRAL
ORD000498,CUST0601,2025-04-06 15:38:48,PLACED,WEST
ORD000499,CUST0207,2026-07-09 23:07:01,DELIVERED,NORTH
ORD000500,CUST0445,2023-07-09 17:56:06,DELIVERED,WEST
ORD000501,CUST0952,2023-09-06 09:37:09,SHIPPED,EAST
ORD000502,CUST0530,2025-07-05 16:01:17,DELIVERED,SOUTH
ORD000503,CUST0352,2024-11-09 17:07:50,SHIPPED,WEST
ORD000504,CUST0107,2024-06-26 12:28:03,DELIVERED,SOUTH
ORD000505,CUST0131,2023-04-20 07:45:46,DELIVERED,CENTRAL
ORD000506,CUST0699,2025-06-02 07:39:23,SHIPPED,SOUTH
ORD000507,CUST0434,2022-12-18 05:45:01,SHIPPED,CENTRAL
ORD000508,CUST0679,2026-06-04 15:10:45,SHIPPED,EAST
ORD000509,CUST0862,2023-09-14 13:30:00,DELIVERED,EAST
ORD000510,CUST0344,2023-09-23 15:29:04,DELIVERED,NORTH
ORD000511,CUST0442,2024-04-17 12:52:28,PLACED,WEST
ORD000512,CUST0022,2025-12-13 07:21:44,DELIVERED,EAST
ORD000513,CUST0025,2024-05-25 13:55:22,DELIVERED,SOUTH
ORD000514,CUST0651,2024-06-20 09:58:28,SHIPPED,EAST
ORD000515,CUST0941,2025-04-29 17:06:27,CANCELLED,WEST
ORD000516,CUST0910,2024-09-24 09:05:47,DELIVERED,WEST
ORD000517,CUST0066,2023-12-03 10:03:01,DELIVERED,EAST
ORD000518,CUST0160,2026-03-16 02:41:37,DELIVERED,WEST
ORD000519,CUST0873,2025-04-22 10:52:51,DELIVERED,WEST
ORD000520,CUST0603,2026-04-12 09:29:32,DELIVERED,NORTH
ORD000521,CUST0780,2026-05-29 11:25:51,DELIVERED,WEST
ORD000522,CUST0230,2023-10-20 17:03:04,DELIVERED,SOUTH
ORD000523,CUST0711,2023-06-07 21:58:37,PLACED,NORTH
ORD000524,CUST0461,2026-07-09 17:42:27,DELIVERED,NORTH
ORD000525,CUST0542,2022-02-03 20:35:49,PLACED,CENTRAL
ORD000526,CUST0361,2025-01-08 17:54:48,DELIVERED,NORTH
ORD000527,CUST0600,2025-02-17 04:05:23,DELIVERED,NORTH
ORD000528,CUST0505,2025-08-24 06:57:00,DELIVERED,WEST
ORD000529,CUST0500,2026-02-22 05:32:29,PLACED,CENTRAL
ORD000530,CUST0558,2025-11-19 15:44:35,DELIVERED,EAST
ORD000531,,09-03-2024,DELIVERED,SOUTH
ORD000532,CUST0237,2025-10-13 11:53:30,DELIVERED,SOUTH
ORD000533,CUST0611,2023-12-28 21:00:09,DELIVERED,SOUTH
ORD000534,CUST0115,2024-12-28 21:54:55,PLACED,SOUTH
ORD000535,CUST0955,2023-11-02 11:28:51,DELIVERED,SOUTH
ORD000536,CUST0459,2023-07-10 08:28:57,SHIPPED,EAST
ORD000537,,2024-06-19 04:28:56,DELIVERED,WEST
ORD000538,CUST0861,04-03-2023,DELIVERED,SOUTH
ORD000539,CUST0414,2026-07-27 04:32:18,SHIPPED,CENTRAL
ORD000540,CUST0149,2026-03-30 07:37:57,DELIVERED,CENTRAL
ORD000541,CUST0996,2024-04-30 06:57:12,PLACED,CENTRAL
ORD000542,CUST0269,18-08-2022,DELIVERED,WEST
ORD000543,CUST0864,2023-12-28 13:07:17,DELIVERED,WEST
ORD000544,CUST0678,2023-04-15 03:04:29,DELIVERED,WEST
ORD000545,,2023-07-17 23:34:10,PLACED,SOUTH
ORD000546,CUST0014,2024-11-28 05:40:15,DELIVERED,NORTH
ORD000547,CUST0809,2026-02-24 10:40:15,DELIVERED,SOUTH
ORD000548,CUST0194,2024-11-28 05:30:41,DELIVERED,SOUTH
ORD000549,CUST0920,30-05-2026,SHIPPED,WEST
ORD000550,CUST0910,2023-06-28 22:38:35,DELIVERED,EAST
ORD000551,,2024-08-21 01:14:45,PLACED,WEST
ORD000552,,2024-02-12 21:47:27,SHIPPED,NORTH
ORD000553,,2023-04-02 03:21:14,PLACED,WEST
ORD000554,CUST0450,2025-01-04 16:02:06,DELIVERED,NORTH
ORD000555,CUST0505,2023-06-11 04:40:03,DELIVERED,CENTRAL
ORD000556,CUST0108,2024-10-06 20:47:53,SHIPPED,SOUTH
ORD000557,CUST0165,2025-09-12 02:59:32,DELIVERED,EAST
ORD000558,CUST0124,2023-04-09 09:07:35,DELIVERED,EAST
ORD000559,CUST0494,2025-04-24 18:55:46,RETURNED,EAST
ORD000560,CUST0160,2024-05-14 13:38:41,DELIVERED,NORTH
ORD000561,CUST0808,2025-07-18 01:44:53,RETURNED,NORTH
ORD000562,CUST0038,2026-06-16 08:39:32,DELIVERED,CENTRAL
ORD000563,CUST0865,2023-01-20 22:53:26,RETURNED,WEST
ORD000564,CUST0230,2025-06-26 09:34:06,PLACED,EAST
ORD000565,CUST0545,2023-11-22 12:16:44,SHIPPED,EAST
ORD000566,CUST0521,2025-01-29 16:36:50,DELIVERED,EAST
ORD000567,CUST0276,2026-05-21 13:18:16,PLACED,CENTRAL
ORD000568,CUST0242,2024-07-25 04:02:46,DELIVERED,SOUTH
ORD000569,CUST0336,2024-06-12 20:08:41,PLACED,CENTRAL
ORD000570,CUST0825,2024-11-12 07:05:43,DELIVERED,NORTH
ORD000571,CUST0753,2024-12-12 21:52:45,DELIVERED,CENTRAL
ORD000572,CUST0808,2024-01-13 19:38:27,CANCELLED,CENTRAL
ORD000573,CUST0176,2025-10-25 06:01:50,CANCELLED,SOUTH
ORD000574,CUST0762,2022-11-08 19:41:26,DELIVERED,SOUTH
ORD000575,CUST0957,2024-03-31 10:47:42,DELIVERED,WEST
ORD000576,CUST0504,06-10-2022,SHIPPED,CENTRAL
ORD000577,CUST0222,2026-02-11 22:19:22,PLACED,WEST
ORD000578,CUST0518,2022-11-25 08:49:40,SHIPPED,WEST
ORD000579,CUST0207,2023-12-19 02:34:04,CANCELLED,SOUTH
ORD000580,CUST0153,2026-02-23 21:19:58,SHIPPED,WEST
ORD000581,CUST0291,2023-11-02 00:23:31,DELIVERED,CENTRAL
ORD000582,CUST0661,2024-08-22 08:27:12,SHIPPED,NORTH
ORD000583,CUST0644,2022-11-11 02:33:47,DELIVERED,EAST
ORD000584,CUST0949,2022-03-25 13:53:24,SHIPPED,WEST
ORD000585,CUST0187,2025-12-24 17:44:31,SHIPPED,NORTH
ORD000586,CUST0739,2025-05-11 13:12:00,DELIVERED,WEST
ORD000587,CUST0965,2024-05-13 02:03:45,CANCELLED,EAST
ORD000588,CUST0741,2023-05-31 23:18:40,DELIVERED,EAST
ORD000589,CUST0096,2022-07-27 17:40:41,DELIVERED,CENTRAL
ORD000590,CUST0280,2026-05-19 17:45:45,DELIVERED,WEST
ORD000591,CUST0869,29-09-2025,PLACED,NORTH
ORD000592,CUST0147,2026-04-14 08:41:15,DELIVERED,CENTRAL
ORD000593,CUST0432,2026-03-05 01:27:05,DELIVERED,WEST
ORD000594,CUST0556,2024-03-27 22:52:08,DELIVERED,NORTH
ORD000595,CUST0200,2025-07-15 11:58:37,CANCELLED,NORTH
ORD000596,CUST0858,2023-06-04 13:03:20,DELIVERED,SOUTH
ORD000597,CUST0789,2023-10-27 16:40:57,DELIVERED,SOUTH
ORD000598,CUST0780,2025-01-25 23:36:12,DELIVERED,EAST
ORD000599,CUST0190,2024-10-20 03:14:08,DELIVERED,SOUTH
ORD000600,CUST0333,2026-01-18 03:17:33,DELIVERED,WEST
ORD000601,CUST0768,2023-02-19 09:38:12,DELIVERED,EAST
ORD000602,CUST0897,2026-03-26 05:47:48,DELIVERED,NORTH
ORD000603,CUST0338,2024-11-02 23:23:08,DELIVERED,CENTRAL
ORD000604,CUST0652,2022-06-05 07:13:53,DELIVERED,WEST
ORD000605,CUST0166,2023-11-28 19:23:58,PLACED,WEST
ORD000606,CUST0957,2026-07-27 10:42:03,RETURNED,EAST
ORD000607,CUST0477,2022-03-25 08:57:11,DELIVERED,EAST
ORD000608,,2023-04-05 07:58:21,SHIPPED,SOUTH
ORD000609,CUST0320,2022-02-12 22:17:24,DELIVERED,CENTRAL
ORD000610,CUST0601,2024-04-24 06:46:26,DELIVERED,CENTRAL
ORD000611,CUST0977,2026-03-10 09:31:14,RETURNED,EAST
ORD000612,CUST0401,2023-04-26 11:39:23,PLACED,SOUTH
ORD000613,CUST0833,2025-12-09 08:59:21,DELIVERED,NORTH
ORD000614,CUST0789,2024-11-05 17:19:15,PLACED,CENTRAL
ORD000615,CUST0387,2025-12-08 23:28:56,DELIVERED,SOUTH
ORD000616,CUST0609,2022-04-19 16:45:24,DELIVERED,WEST
ORD000617,CUST0996,2022-02-15 20:23:14,DELIVERED,EAST
ORD000618,CUST0713,2022-05-11 12:54:13,DELIVERED,CENTRAL
ORD000619,CUST0900,2022-02-26 21:45:46,DELIVERED,SOUTH
ORD000620,CUST0231,2024-07-14 11:16:49,DELIVERED,EAST
ORD000621,CUST0806,2024-11-06 14:49:24,DELIVERED,CENTRAL
ORD000622,CUST0009,2025-06-02 01:55:43,DELIVERED,NORTH
ORD000623,CUST0085,2022-05-11 19:17:18,SHIPPED,SOUTH
ORD000624,CUST0638,2026-04-04 06:31:46,PLACED,WEST
ORD000625,CUST0365,2022-07-12 14:41:34,CANCELLED,WEST
ORD000626,CUST0414,2024-08-29 05:02:34,SHIPPED,EAST
ORD000627,CUST0714,2023-06-01 18:11:34,SHIPPED,SOUTH
ORD000628,CUST0987,2025-07-20 02:58:11,DELIVERED,CENTRAL
ORD000629,CUST0879,2022-05-05 20:17:03,DELIVERED,SOUTH
ORD000630,,19-12-2024,DELIVERED,NORTH
ORD000631,CUST0601,2024-02-07 02:31:34,SHIPPED,CENTRAL
ORD000632,CUST0565,2023-12-09 03:31:49,CANCELLED,CENTRAL
ORD000633,CUST0196,2024-06-21 06:27:44,DELIVERED,WEST
ORD000634,,2022-03-21 19:34:22,DELIVERED,NORTH
ORD000635,CUST0341,2023-08-20 03:55:26,SHIPPED,CENTRAL
ORD000636,CUST0115,2023-01-31 21:58:22,DELIVERED,EAST
ORD000637,CUST0926,2025-01-27 14:09:26,CANCELLED,CENTRAL
ORD000638,CUST0258,2022-10-17 08:43:05,DELIVERED,WEST
ORD000639,,2022-05-01 17:29:30,CANCELLED,CENTRAL
ORD000640,CUST0553,2025-09-20 23:50:26,DELIVERED,CENTRAL
ORD000641,CUST0555,2026-03-31 19:53:35,SHIPPED,SOUTH
ORD000642,CUST0211,2025-07-06 15:31:18,DELIVERED,WEST
ORD000643,,2022-08-02 11:42:21,DELIVERED,EAST
ORD000644,CUST0792,2023-08-12 02:00:24,PLACED,NORTH
ORD000645,CUST0624,2025-03-15 19:45:44,DELIVERED,NORTH
ORD000646,CUST0055,2023-09-13 14:00:49,RETURNED,NORTH
ORD000647,CUST0697,2024-06-07 18:30:33,SHIPPED,EAST
ORD000648,CUST0053,2023-03-16 03:35:30,SHIPPED,SOUTH
ORD000649,CUST0087,2023-02-21 18:01:56,DELIVERED,NORTH
ORD000650,,2024-02-21 07:30:04,PLACED,EAST
ORD000651,,2023-05-08 12:02:32,RETURNED,SOUTH
ORD000652,CUST0846,2022-04-02 05:40:37,SHIPPED,EAST
ORD000653,CUST0459,2025-03-14 22:47:56,CANCELLED,EAST
ORD000654,CUST0014,2024-04-27 13:43:51,CANCELLED,WEST
ORD000655,CUST0015,19-11-2025,DELIVERED,SOUTH
ORD000656,CUST0237,2025-07-29 04:09:52,CANCELLED,WEST
ORD000657,CUST0566,2022-12-09 09:20:19,DELIVERED,WEST
ORD000658,CUST0299,2025-03-13 09:31:15,PLACED,SOUTH
ORD000659,CUST0583,2024-10-16 07:18:37,RETURNED,WEST
ORD000660,CUST0134,2022-03-19 14:07:44,DELIVERED,NORTH
ORD000661,CUST0648,2024-06-16 05:11:51,DELIVERED,CENTRAL
ORD000662,CUST0204,07-03-2023,PLACED,SOUTH
ORD000663,CUST0950,2022-12-26 12:44:50,CANCELLED,NORTH
ORD000664,CUST0170,2023-08-21 18:24:29,SHIPPED,SOUTH
ORD000665,CUST0725,2022-02-21 16:02:21,SHIPPED,CENTRAL
ORD000666,CUST0179,2025-01-25 11:33:42,DELIVERED,WEST
ORD000667,CUST0019,2026-01-15 06:11:11,DELIVERED,NORTH
ORD000668,CUST0120,2023-04-24 00:12:53,DELIVERED,WEST
ORD000669,CUST0148,05-04-2023,DELIVERED,NORTH
ORD000670,CUST0911,2025-03-16 23:28:33,DELIVERED,WEST
ORD000671,CUST0758,2025-10-30 17:51:38,DELIVERED,WEST
ORD000672,CUST0904,2024-07-19 19:31:54,SHIPPED,EAST
ORD000673,CUST0194,2024-03-06 09:21:53,DELIVERED,NORTH
ORD000674,CUST0325,2022-03-29 16:44:44,CANCELLED,SOUTH
ORD000675,CUST0153,2025-07-07 12:51:00,DELIVERED,WEST
ORD000676,CUST0484,2024-03-06 16:52:34,DELIVERED,WEST
ORD000677,CUST0559,2023-05-19 07:53:57,DELIVERED,CENTRAL
ORD000678,CUST0496,2026-04-14 14:51:44,DELIVERED,WEST
ORD000679,CUST0131,2025-08-28 16:28:06,DELIVERED,CENTRAL
ORD000680,CUST0211,2023-11-23 20:05:11,DELIVERED,CENTRAL
ORD000681,CUST0941,2022-02-18 07:31:00,DELIVERED,EAST
ORD000682,CUST0696,2026-04-25 05:40:28,DELIVERED,SOUTH
ORD000683,CUST0346,2023-05-19 04:45:12,DELIVERED,CENTRAL
ORD000684,CUST0647,2026-02-14 22:52:04,DELIVERED,NORTH
ORD000685,CUST0014,2022-04-19 12:04:11,DELIVERED,EAST
ORD000686,CUST0167,2023-03-13 11:11:52,DELIVERED,EAST
ORD000687,CUST0834,2024-08-30 12:19:43,SHIPPED,NORTH
ORD000688,CUST0179,2022-11-08 05:56:38,DELIVERED,CENTRAL
ORD000689,CUST0598,2025-07-11 17:05:47,SHIPPED,SOUTH
ORD000690,CUST0687,2022-10-28 16:11:54,PLACED,WEST
ORD000691,CUST0513,2026-04-21 00:43:35,RETURNED,EAST
ORD000692,CUST0622,2023-01-08 16:17:12,RETURNED,CENTRAL
ORD000693,CUST0372,2022-06-24 13:28:12,PLACED,EAST
ORD000694,CUST0917,2022-08-16 07:10:38,DELIVERED,NORTH
ORD000695,CUST0981,2024-10-10 00:34:51,DELIVERED,SOUTH
ORD000696,CUST0267,2024-11-17 10:12:12,CANCELLED,NORTH
ORD000697,CUST0906,2022-04-17 23:38:38,DELIVERED,WEST
ORD000698,CUST0371,2023-07-13 23:54:34,PLACED,CENTRAL
ORD000699,,2025-07-02 00:23:19,PLACED,WEST
ORD000700,CUST0507,2024-03-06 01:18:36,SHIPPED,WEST
ORD000701,CUST0810,2026-05-25 15:27:21,DELIVERED,EAST
ORD000702,CUST0580,2024-09-28 10:15:15,CANCELLED,NORTH
ORD000703,CUST0913,08-11-2024,PLACED,NORTH
ORD000704,CUST0196,2022-05-14 05:36:25,SHIPPED,NORTH
ORD000705,CUST0014,2022-01-28 12:25:13,DELIVERED,SOUTH
ORD000706,CUST0966,2024-08-01 22:58:26,DELIVERED,NORTH
ORD000707,CUST0066,2022-10-12 07:15:51,CANCELLED,SOUTH
ORD000708,CUST0952,2022-01-08 15:45:50,SHIPPED,NORTH
ORD000709,CUST0426,2025-07-04 19:16:20,DELIVERED,WEST
ORD000710,CUST0204,2023-08-13 21:32:49,PLACED,SOUTH
ORD000711,CUST0093,2023-02-09 09:35:06,DELIVERED,SOUTH
ORD000712,CUST0710,2022-06-05 06:51:07,DELIVERED,SOUTH
ORD000713,CUST0663,2025-04-28 10:48:11,DELIVERED,EAST
ORD000714,CUST0267,2023-12-08 08:45:58,DELIVERED,EAST
ORD000715,CUST0179,2022-05-07 02:17:09,CANCELLED,NORTH
ORD000716,CUST0824,13-06-2022,DELIVERED,NORTH
ORD000717,CUST0780,2024-01-11 22:02:44,PLACED,EAST
ORD000718,CUST0351,2024-01-04 17:29:33,DELIVERED,WEST
ORD000719,CUST1000,2023-01-25 08:18:19,PLACED,EAST
ORD000720,CUST0879,2023-10-27 14:40:53,CANCELLED,WEST
ORD000721,CUST0747,2024-02-29 15:16:37,CANCELLED,EAST
ORD000722,CUST0868,2022-11-02 14:32:32,DELIVERED,SOUTH
ORD000723,CUST0946,21-03-2023,DELIVERED,EAST
ORD000724,CUST0024,2024-03-14 05:45:50,RETURNED,CENTRAL
ORD000725,CUST0204,2025-05-27 18:10:22,CANCELLED,SOUTH
ORD000726,CUST0687,2023-12-25 03:51:35,DELIVERED,WEST
ORD000727,CUST0163,2024-11-28 17:59:39,DELIVERED,NORTH
ORD000728,CUST0662,2023-11-25 22:57:15,DELIVERED,CENTRAL
ORD000729,CUST0158,2023-08-01 12:25:08,DELIVERED,SOUTH
ORD000730,CUST0971,2022-05-10 00:38:41,DELIVERED,SOUTH
ORD000731,CUST0699,2023-10-03 23:04:42,RETURNED,EAST
ORD000732,CUST0616,2023-11-10 07:04:37,RETURNED,CENTRAL
ORD000733,CUST0242,2025-04-29 22:11:13,DELIVERED,WEST
ORD000734,CUST0890,2023-10-04 18:36:12,DELIVERED,SOUTH
ORD000735,CUST0094,2024-10-02 16:50:45,CANCELLED,EAST
ORD000736,CUST0431,2023-01-31 10:03:23,DELIVERED,NORTH
ORD000737,CUST0237,2022-01-07 11:54:48,DELIVERED,CENTRAL
ORD000738,CUST0287,2023-10-18 17:38:50,DELIVERED,CENTRAL
ORD000739,CUST0818,2023-01-21 21:45:26,SHIPPED,NORTH
ORD000740,CUST0207,2026-06-25 18:21:17,DELIVERED,WEST
ORD000741,CUST0861,2023-09-03 09:30:08,SHIPPED,NORTH
ORD000742,CUST0774,2022-06-11 13:25:17,CANCELLED,SOUTH
ORD000743,CUST0415,2022-11-18 21:37:16,DELIVERED,EAST
ORD000744,CUST0211,2025-05-27 16:30:19,DELIVERED,EAST
ORD000745,CUST0153,2023-10-31 20:07:07,PLACED,WEST
ORD000746,CUST0661,2025-08-16 11:47:32,DELIVERED,NORTH
ORD000747,CUST0359,30-03-2026,DELIVERED,SOUTH
ORD000748,CUST0922,2022-10-14 05:31:06,SHIPPED,SOUTH
ORD000749,CUST0394,2024-01-02 12:18:43,DELIVERED,NORTH
ORD000750,CUST0572,2024-12-10 15:09:32,DELIVERED,SOUTH
ORD000751,CUST0102,2023-03-01 16:19:45,DELIVERED,EAST
ORD000752,CUST0066,31-10-2025,DELIVERED,SOUTH
ORD000753,CUST0050,2026-04-03 08:28:15,RETURNED,SOUTH
ORD000754,CUST0358,2026-03-29 23:05:42,PLACED,EAST
ORD000755,CUST0688,2025-11-28 15:06:26,PLACED,CENTRAL
ORD000756,,2023-04-16 21:13:00,DELIVERED,NORTH
ORD000757,CUST0402,2022-12-03 14:27:39,DELIVERED,CENTRAL
ORD000758,CUST0586,2024-11-12 14:08:30,SHIPPED,CENTRAL
ORD000759,CUST0208,2023-06-18 14:17:43,SHIPPED,NORTH
ORD000760,CUST0968,2025-10-07 18:38:03,SHIPPED,NORTH
ORD000761,,2026-07-06 03:53:09,CANCELLED,SOUTH
ORD000762,CUST0745,2023-09-04 07:48:14,DELIVERED,EAST
ORD000763,CUST0673,2023-04-16 20:38:17,DELIVERED,SOUTH
ORD000764,CUST0337,2023-03-20 06:35:13,SHIPPED,WEST
ORD000765,CUST0490,2024-03-11 21:54:40,CANCELLED,WEST
ORD000766,CUST0299,2025-09-28 09:02:53,PLACED,NORTH
ORD000767,CUST0653,2022-01-23 09:59:04,DELIVERED,WEST
ORD000768,CUST0961,2022-07-19 01:56:57,DELIVERED,WEST
ORD000769,CUST0407,2023-07-28 15:12:00,SHIPPED,NORTH
