txn_id,account_id,amount,merchant,txn_date,fraud_type,flagged_date,fraud_flag,risk_level
TXN000809,ACC0395,113633.12,ATM_Withdrawal,2025-03-04,,,normal,High
TXN000810,ACC0349,134483.75,Amazon,2025-04-28,Card Skimming,2025-05-25,fraud,Critical
TXN000811,ACC0247,38710.07,Unknown_POS,2025-01-30,,,normal,Low
TXN000812,ACC0325,149130.0,Zomato,2025-07-21,,,normal,High
TXN000813,ACC0410,61893.27,BigBasket,2025-03-22,,,normal,Low
TXN000814,ACC0265,1507.99,Uber,2025-05-18,,,normal,Low
TXN000815,ACC0128,13996.76,BigBasket,2025-03-15,,,normal,Low
TXN000816,ACC0039,139712.87,ATM_Withdrawal,2025-05-22,,,normal,High
TXN000817,ACC0161,32823.99,Uber,2025-04-01,,,normal,Low
TXN000818,ACC0094,102481.94,Zomato,2025-07-11,,,normal,High
TXN000819,ACC0256,29990.0,Zomato,2025-07-08,Phishing,2025-02-10,fraud,Medium
TXN000820,ACC0447,31056.46,Zomato,2025-03-09,Account Takeover,2025-02-13,fraud,Medium
TXN000821,ACC0428,125458.39,BigBasket,2025-03-05,,,normal,High
TXN000822,ACC0080,16048.06,Flipkart,2025-07-19,,,normal,Low
TXN000823,ACC0347,73925.1,Amazon,2025-06-19,,,normal,Low
TXN000824,ACC0392,143701.06,ATM_Withdrawal,2025-05-19,,,normal,High
TXN000825,ACC0191,47346.77,Uber,2025-06-08,,,normal,Low
TXN000826,ACC0252,147659.98,Uber,2025-02-16,,,normal,High
TXN000827,ACC0204,112537.9,Swiggy,2025-02-26,,,normal,High
TXN000828,ACC0028,119900.52,ATM_Withdrawal,2025-05-15,,,normal,High
TXN000829,ACC0482,4932.77,BigBasket,2025-05-19,,,normal,Low
TXN000830,ACC0202,116396.8,ATM_Withdrawal,2025-06-25,,,normal,High
TXN000831,ACC0500,104751.77,ATM_Withdrawal,2025-01-31,,,normal,High
TXN000832,ACC0162,1312.37,Zomato,2025-06-26,,,normal,Low
TXN000833,ACC0195,15157.14,BigBasket,2025-05-29,,,normal,Low
TXN000834,ACC0314,28113.51,Uber,2025-03-08,,,normal,Low
TXN000835,ACC0122,70728.24,BigBasket,2025-03-10,,,normal,Low
TXN000836,ACC0188,74840.56,Zomato,2025-02-17,,,normal,Low
TXN000837,ACC0215,112841.75,BigBasket,2025-06-29,,,normal,High
TXN000838,ACC0438,41980.45,Swiggy,2025-04-13,,,normal,Low
TXN000839,ACC0293,146891.9,Zomato,2025-02-03,,,normal,High
TXN000840,ACC0417,108136.28,Zomato,2025-01-26,,,normal,High
TXN000841,ACC0285,128453.5,Zomato,2025-04-21,,,normal,High
TXN000842,ACC0075,143874.23,Swiggy,2025-07-24,,,normal,High
TXN000843,ACC0243,1510.86,Unknown_POS,2025-07-26,,,normal,Low
TXN000844,ACC0256,149334.49,BigBasket,2025-02-04,Phishing,2025-02-10,fraud,Critical
TXN000845,ACC0403,45040.13,Amazon,2025-05-05,,,normal,Low
TXN000846,ACC0204,103596.95,Amazon,2025-01-26,,,normal,High
TXN000847,ACC0111,38180.74,Flipkart,2025-07-28,,,normal,Low
TXN000848,ACC0231,50231.75,BigBasket,2025-07-10,,,normal,Low
TXN000849,ACC0185,83645.85,Uber,2025-05-24,,,normal,Low
TXN000850,ACC0177,61793.55,BigBasket,2025-01-06,,,normal,Low
TXN000851,ACC0445,144469.33,Zomato,2025-06-23,,,normal,High
TXN000852,ACC0296,97497.33,Swiggy,2025-05-28,,,normal,Low
TXN000853,ACC0400,53298.6,ATM_Withdrawal,2025-03-14,Identity Theft,2025-03-01,fraud,High
TXN000854,ACC0397,67067.17,Flipkart,2025-07-08,,,normal,Low
TXN000855,ACC0196,43014.21,Swiggy,2025-06-07,,,normal,Low
TXN000856,ACC0445,96105.07,BigBasket,2025-02-12,,,normal,Low
TXN000857,ACC0216,91865.91,Unknown_POS,2025-06-11,,,normal,Low
TXN000858,ACC0435,11912.83,BigBasket,2025-01-19,Account Takeover,2025-05-02,fraud,Medium
TXN000859,ACC0117,47565.89,Uber,2025-03-22,,,normal,Low
TXN000860,ACC0364,90827.48,Unknown_POS,2025-03-10,,,normal,Low
TXN000861,ACC0139,117157.06,BigBasket,2025-04-24,,,normal,High
TXN000862,ACC0383,78164.31,ATM_Withdrawal,2025-05-31,,,normal,Low
TXN000863,ACC0212,27623.74,Amazon,2025-02-12,,,normal,Low
TXN000864,ACC0065,35232.35,Uber,2025-07-06,,,normal,Low
TXN000865,ACC0482,105119.5,Flipkart,2025-07-10,,,normal,High
TXN000866,ACC0108,59586.99,Flipkart,2025-02-12,,,normal,Low
TXN000867,ACC0033,82287.64,Amazon,2025-05-02,,,normal,Low
TXN000868,ACC0395,78621.22,Flipkart,2025-04-12,,,normal,Low
TXN000869,ACC0054,92734.42,Flipkart,2025-03-09,,,normal,Low
TXN000870,ACC0336,46440.13,Zomato,2025-04-10,,,normal,Low
TXN000871,ACC0378,66501.91,Swiggy,2025-03-14,,,normal,Low
TXN000872,ACC0068,125785.74,Amazon,2025-05-15,,,normal,High
TXN000873,ACC0018,53558.34,BigBasket,2025-06-19,,,normal,Low
TXN000874,ACC0443,70105.66,Uber,2025-05-02,,,normal,Low
TXN000875,ACC0281,20310.48,Swiggy,2025-04-24,,,normal,Low
TXN000876,ACC0303,68508.69,Unknown_POS,2025-06-02,,,normal,Low
TXN000877,ACC0269,95947.26,Uber,2025-06-13,,,normal,Low
TXN000878,ACC0466,72273.67,Zomato,2025-03-30,,,normal,Low
TXN000879,ACC0413,66306.95,BigBasket,2025-01-23,,,normal,Low
TXN000880,ACC0212,23399.84,Amazon,2025-03-08,,,normal,Low
TXN000881,ACC0001,122316.2,Swiggy,2025-05-14,Phishing,2025-06-07,fraud,Critical
TXN000882,ACC0177,70406.23,Amazon,2025-03-15,,,normal,Low
TXN000883,ACC0353,142046.28,ATM_Withdrawal,2025-05-06,,,normal,High
TXN000884,ACC0154,114892.09,Uber,2025-01-03,Identity Theft,2025-06-03,fraud,Critical
TXN000885,ACC0306,119525.27,BigBasket,2025-03-01,,,normal,High
TXN000886,ACC0097,132330.2,Unknown_POS,2025-04-16,,,normal,High
TXN000887,ACC0203,24532.26,Unknown_POS,2025-03-05,,,normal,Low
TXN000888,ACC0425,33127.83,Flipkart,2025-04-07,,,normal,Low
TXN000889,ACC0217,35972.29,Uber,2025-06-10,,,normal,Low
TXN000890,ACC0146,111451.89,Uber,2025-06-16,,,normal,High
TXN000891,ACC0212,128029.63,Swiggy,2025-02-18,,,normal,High
TXN000892,ACC0070,16597.93,ATM_Withdrawal,2025-03-16,,,normal,Low
TXN000893,ACC0317,40856.51,ATM_Withdrawal,2025-04-26,,,normal,Low
TXN000894,ACC0097,2958.34,Amazon,2025-03-24,,,normal,Low
TXN000895,ACC0497,3368.53,Flipkart,2025-05-17,,,normal,Low
TXN000896,ACC0145,18799.63,ATM_Withdrawal,2025-03-10,,,normal,Low
TXN000897,ACC0373,34959.93,Swiggy,2025-01-03,,,normal,Low
TXN000898,ACC0008,32617.35,Unknown_POS,2025-05-07,,,normal,Low
TXN000899,ACC0160,119929.38,BigBasket,2025-07-21,,,normal,High
TXN000900,ACC0238,118724.14,BigBasket,2025-06-28,,,normal,High
TXN000901,ACC0042,142749.02,Amazon,2025-07-12,,,normal,High
TXN000902,ACC0137,58893.65,ATM_Withdrawal,2025-07-18,,,normal,Low
TXN000903,ACC0093,134360.06,Uber,2025-02-19,,,normal,High
TXN000904,ACC0419,124246.39,Flipkart,2025-04-08,,,normal,High
TXN000905,ACC0499,107216.64,Unknown_POS,2025-07-16,,,normal,High
TXN000906,ACC0395,37111.97,Amazon,2025-04-24,,,normal,Low
TXN000907,ACC0102,110311.65,Flipkart,2025-04-28,,,normal,High
TXN000908,ACC0267,147318.27,ATM_Withdrawal,2025-06-20,,,normal,High
TXN000909,ACC0200,144184.02,BigBasket,2025-06-24,,,normal,High
TXN000910,ACC0082,109249.15,Flipkart,2025-06-11,,,normal,High
TXN000911,ACC0130,95796.08,Zomato,2025-05-04,,,normal,Low
TXN000912,ACC0185,129555.47,Zomato,2025-01-14,,,normal,High
TXN000913,ACC0499,35433.08,Unknown_POS,2025-01-29,,,normal,Low
TXN000914,ACC0167,25145.69,Uber,2025-01-04,,,normal,Low
TXN000915,ACC0300,59401.45,Zomato,2025-01-31,Card Skimming,2025-02-10,fraud,High
TXN000916,ACC0005,87182.5,ATM_Withdrawal,2025-01-11,,,normal,Low
TXN000917,ACC0353,23291.04,Flipkart,2025-06-02,,,normal,Low
TXN000918,ACC0128,75012.89,BigBasket,2025-02-10,,,normal,Low
TXN000919,ACC0477,93788.59,Amazon,2025-07-14,,,normal,Low
TXN000920,ACC0183,23130.07,Flipkart,2025-06-15,,,normal,Low
TXN000921,ACC0065,34939.56,BigBasket,2025-05-05,,,normal,Low
TXN000922,ACC0413,109991.67,Amazon,2025-04-23,,,normal,High
TXN000923,ACC0353,53757.22,Swiggy,2025-04-07,,,normal,Low
TXN000924,ACC0129,72821.05,ATM_Withdrawal,2025-01-11,,,normal,Low
TXN000925,ACC0287,81432.97,ATM_Withdrawal,2025-03-17,,,normal,Low
TXN000926,ACC0098,28034.68,BigBasket,2025-05-26,,,normal,Low
TXN000927,ACC0166,70285.79,Swiggy,2025-07-07,,,normal,Low
TXN000928,ACC0036,23296.07,Uber,2025-05-16,,,normal,Low
TXN000929,ACC0420,81263.81,ATM_Withdrawal,2025-03-09,,,normal,Low
TXN000930,ACC0001,95722.01,Unknown_POS,2025-07-18,Phishing,2025-06-07,fraud,High
TXN000931,ACC0376,132445.71,BigBasket,2025-02-17,,,normal,High
TXN000932,ACC0398,35856.04,Flipkart,2025-06-08,Phishing,2025-01-21,fraud,Medium
TXN000933,ACC0338,122866.51,Zomato,2025-05-18,,,normal,High
TXN000934,ACC0269,74657.5,Swiggy,2025-06-24,,,normal,Low
TXN000935,ACC0314,48423.88,BigBasket,2025-03-14,,,normal,Low
TXN000936,ACC0057,78503.92,Flipkart,2025-01-25,,,normal,Low
TXN000937,ACC0023,26836.89,Amazon,2025-02-03,,,normal,Low
TXN000938,ACC0104,72831.27,Flipkart,2025-01-28,,,normal,Low
TXN000939,ACC0017,96280.66,Unknown_POS,2025-05-27,,,normal,Low
TXN000940,ACC0337,78896.91,Uber,2025-05-06,,,normal,Low
TXN000941,ACC0026,33147.38,Flipkart,2025-04-04,,,normal,Low
TXN000942,ACC0007,98379.62,Flipkart,2025-02-23,,,normal,Low
TXN000943,ACC0240,95855.56,BigBasket,2025-07-25,,,normal,Low
TXN000944,ACC0286,140739.67,Unknown_POS,2025-07-10,,,normal,High
TXN000945,ACC0421,119147.72,Amazon,2025-04-05,,,normal,High
TXN000946,ACC0422,39909.05,Amazon,2025-06-07,,,normal,Low
TXN000947,ACC0376,125176.75,Flipkart,2025-01-19,,,normal,High
TXN000948,ACC0484,144089.98,Flipkart,2025-02-25,,,normal,High
TXN000949,ACC0052,34691.15,Unknown_POS,2025-07-05,,,normal,Low
TXN000950,ACC0098,78952.49,Zomato,2025-02-19,,,normal,Low
TXN000951,ACC0292,142128.13,Unknown_POS,2025-06-10,,,normal,High
TXN000952,ACC0383,114954.2,BigBasket,2025-01-28,,,normal,High
TXN000953,ACC0346,105397.43,Unknown_POS,2025-04-28,,,normal,High
TXN000954,ACC0453,25063.06,Swiggy,2025-01-27,,,normal,Low
TXN000955,ACC0282,75728.68,Swiggy,2025-04-13,,,normal,Low
TXN000956,ACC0274,66479.67,BigBasket,2025-06-03,,,normal,Low
TXN000957,ACC0463,82534.7,BigBasket,2025-03-22,,,normal,Low
TXN000958,ACC0433,61880.88,Unknown_POS,2025-04-06,,,normal,Low
TXN000959,ACC0423,48551.47,Zomato,2025-07-05,Account Takeover,2025-02-25,fraud,Medium
TXN000960,ACC0289,32128.52,Uber,2025-05-20,,,normal,Low
TXN000961,ACC0185,67152.59,Unknown_POS,2025-04-26,,,normal,Low
TXN000962,ACC0001,5247.7,Uber,2025-07-05,Phishing,2025-06-07,fraud,Medium
TXN000963,ACC0306,77665.52,Uber,2025-01-05,,,normal,Low
TXN000964,ACC0004,147659.94,Zomato,2025-03-18,,,normal,High
TXN000965,ACC0439,3304.12,Uber,2025-03-22,,,normal,Low
TXN000966,ACC0471,76715.16,Swiggy,2025-05-22,,,normal,Low
TXN000967,ACC0049,69082.45,Swiggy,2025-01-10,,,normal,Low
TXN000968,ACC0071,55094.08,Zomato,2025-03-09,Phishing,2025-01-30,fraud,High
TXN000969,ACC0120,121670.58,Flipkart,2025-03-07,,,normal,High
TXN000970,ACC0293,85381.29,Zomato,2025-04-13,,,normal,Low
TXN000971,ACC0376,108550.9,ATM_Withdrawal,2025-01-20,,,normal,High
TXN000972,ACC0089,123864.5,Flipkart,2025-05-05,,,normal,High
TXN000973,ACC0305,45093.97,Unknown_POS,2025-06-14,,,normal,Low
TXN000974,ACC0041,8435.61,BigBasket,2025-07-19,,,normal,Low
TXN000975,ACC0179,65173.94,Flipkart,2025-07-29,,,normal,Low
TXN000976,ACC0446,34046.31,Amazon,2025-07-17,,,normal,Low
TXN000977,ACC0325,94847.43,Amazon,2025-07-19,,,normal,Low
TXN000978,ACC0157,6225.28,Swiggy,2025-05-15,,,normal,Low
TXN000979,ACC0168,104680.41,Swiggy,2025-05-09,,,normal,High
TXN000980,ACC0026,109750.21,Unknown_POS,2025-06-22,,,normal,High
TXN000981,ACC0498,112938.39,Flipkart,2025-04-25,,,normal,High
TXN000982,ACC0114,43502.97,Unknown_POS,2025-04-21,,,normal,Low
TXN000983,ACC0076,50458.42,ATM_Withdrawal,2025-02-03,,,normal,Low
TXN000984,ACC0293,7444.2,Unknown_POS,2025-07-10,,,normal,Low
TXN000985,ACC0135,59809.13,Unknown_POS,2025-01-22,,,normal,Low
TXN000986,ACC0397,19599.76,Swiggy,2025-06-28,,,normal,Low
TXN000987,ACC0247,29756.37,Unknown_POS,2025-05-24,,,normal,Low
TXN000988,ACC0334,29455.09,Zomato,2025-05-27,,,normal,Low
TXN000989,ACC0125,39975.25,Unknown_POS,2025-01-19,,,normal,Low
TXN000990,ACC0166,138624.51,Flipkart,2025-06-25,,,normal,High
TXN000991,ACC0058,62066.63,BigBasket,2025-06-21,,,normal,Low
TXN000992,ACC0179,48144.72,Amazon,2025-02-18,,,normal,Low
TXN000993,ACC0395,25429.83,BigBasket,2025-03-20,,,normal,Low
TXN000994,ACC0316,148524.37,ATM_Withdrawal,2025-07-30,,,normal,High
TXN000995,ACC0320,66097.49,Zomato,2025-02-07,,,normal,Low
TXN000996,ACC0103,56104.43,Flipkart,2025-06-25,,,normal,Low
TXN000997,ACC0058,8227.98,Swiggy,2025-07-09,,,normal,Low
TXN000998,ACC0445,43188.38,BigBasket,2025-07-29,,,normal,Low
TXN000999,ACC0356,16736.13,ATM_Withdrawal,2025-07-25,,,normal,Low
TXN001000,ACC0242,49814.91,Zomato,2025-01-06,,,normal,Low
TXN001001,ACC0105,78513.72,Uber,2025-05-20,,,normal,Low
TXN001002,ACC0281,93475.15,Swiggy,2025-05-04,,,normal,Low
TXN001003,ACC0356,100255.67,Unknown_POS,2025-06-28,,,normal,High
TXN001004,ACC0299,79043.52,Uber,2025-06-19,,,normal,Low
TXN001005,ACC0088,42637.83,Uber,2025-01-16,,,normal,Low
TXN001006,ACC0028,98230.94,Amazon,2025-04-30,,,normal,Low
TXN001007,ACC0035,99072.91,BigBasket,2025-04-10,,,normal,Low
TXN001008,ACC0443,2910.79,Unknown_POS,2025-01-28,,,normal,Low
TXN001009,ACC0119,76305.62,Flipkart,2025-04-08,,,normal,Low
TXN001010,ACC0463,72725.09,Flipkart,2025-03-22,,,normal,Low
TXN001011,ACC0096,75122.59,ATM_Withdrawal,2025-02-20,,,normal,Low
TXN001012,ACC0288,3272.19,Zomato,2025-07-02,,,normal,Low
TXN001013,ACC0473,45773.88,ATM_Withdrawal,2025-05-16,,,normal,Low
TXN001014,ACC0202,23592.94,BigBasket,2025-07-10,,,normal,Low
TXN001015,ACC0351,53338.95,Uber,2025-04-01,,,normal,Low
TXN001016,ACC0121,41417.95,Amazon,2025-05-09,Account Takeover,2025-03-16,fraud,Medium
TXN001017,ACC0321,131807.66,Amazon,2025-03-07,,,normal,High
TXN001018,ACC0484,142370.01,Zomato,2025-05-23,,,normal,High
TXN001019,ACC0078,134581.44,Swiggy,2025-03-29,Account Takeover,2025-07-04,fraud,Critical
TXN001020,ACC0045,57361.96,Zomato,2025-07-06,,,normal,Low
TXN001021,ACC0214,85956.14,Unknown_POS,2025-03-03,,,normal,Low
TXN001022,ACC0497,136464.82,BigBasket,2025-03-21,,,normal,High
TXN001023,ACC0230,19809.23,Swiggy,2025-05-19,,,normal,Low
TXN001024,ACC0298,102623.09,Zomato,2025-05-19,,,normal,High
TXN001025,ACC0442,46384.31,Swiggy,2025-02-05,,,normal,Low
TXN001026,ACC0221,21815.6,Swiggy,2025-07-17,,,normal,Low
TXN001027,ACC0163,83623.18,Flipkart,2025-01-18,,,normal,Low
TXN001028,ACC0095,125936.4,Swiggy,2025-03-23,,,normal,High
TXN001029,ACC0373,114826.98,Unknown_POS,2025-01-08,,,normal,High
TXN001030,ACC0493,45537.05,Uber,2025-04-16,,,normal,Low
TXN001031,ACC0078,28230.64,Swiggy,2025-07-19,Account Takeover,2025-07-04,fraud,Medium
TXN001032,ACC0095,114379.0,Uber,2025-01-07,,,normal,High
TXN001033,ACC0311,91873.69,Zomato,2025-05-26,,,normal,Low
TXN001034,ACC0119,3961.37,Flipkart,2025-06-25,,,normal,Low
TXN001035,ACC0353,71516.5,ATM_Withdrawal,2025-07-19,,,normal,Low
TXN001036,ACC0365,56125.21,Unknown_POS,2025-06-16,,,normal,Low
TXN001037,ACC0252,20670.03,Zomato,2025-05-02,,,normal,Low
TXN001038,ACC0116,61317.94,Amazon,2025-01-09,Account Takeover,2025-05-26,fraud,High
TXN001039,ACC0474,142532.2,Zomato,2025-03-11,,,normal,High
TXN001040,ACC0381,148237.1,Zomato,2025-06-21,,,normal,High
TXN001041,ACC0034,139069.13,ATM_Withdrawal,2025-02-15,,,normal,High
TXN001042,ACC0444,73516.94,BigBasket,2025-06-07,,,normal,Low
TXN001043,ACC0444,133143.66,Unknown_POS,2025-04-28,,,normal,High
TXN001044,ACC0208,6321.85,Unknown_POS,2025-07-18,Card Skimming,2025-06-11,fraud,Medium
TXN001045,ACC0369,59152.9,Amazon,2025-03-22,,,normal,Low
TXN001046,ACC0267,67768.86,Amazon,2025-01-28,,,normal,Low
TXN001047,ACC0450,77829.46,Unknown_POS,2025-03-04,,,normal,Low
TXN001048,ACC0377,83677.26,Amazon,2025-01-11,Identity Theft,2025-07-25,fraud,High
TXN001049,ACC0098,65961.1,Uber,2025-03-16,,,normal,Low
TXN001050,ACC0397,69229.01,Unknown_POS,2025-03-15,,,normal,Low
TXN001051,ACC0151,137858.97,Swiggy,2025-06-06,,,normal,High
TXN001052,ACC0238,67782.13,Flipkart,2025-06-15,,,normal,Low
TXN001053,ACC0093,87837.89,Swiggy,2025-07-19,,,normal,Low
TXN001054,ACC0202,48552.97,Amazon,2025-04-16,,,normal,Low
TXN001055,ACC0092,88567.81,Zomato,2025-04-27,,,normal,Low
TXN001056,ACC0452,13572.44,BigBasket,2025-04-27,,,normal,Low
TXN001057,ACC0355,136079.01,Swiggy,2025-06-16,,,normal,High
TXN001058,ACC0368,18575.46,Flipkart,2025-07-07,,,normal,Low
TXN001059,ACC0362,95129.16,Flipkart,2025-04-26,,,normal,Low
TXN001060,ACC0269,57643.9,Swiggy,2025-07-01,,,normal,Low
TXN001061,ACC0194,57122.02,Swiggy,2025-05-21,,,normal,Low
TXN001062,ACC0468,84845.46,Swiggy,2025-03-27,,,normal,Low
TXN001063,ACC0084,26871.07,Amazon,2025-02-07,,,normal,Low
TXN001064,ACC0215,46462.27,ATM_Withdrawal,2025-03-20,,,normal,Low
TXN001065,ACC0148,27145.37,Swiggy,2025-06-10,,,normal,Low
TXN001066,ACC0492,579.76,Uber,2025-02-21,,,normal,Low
TXN001067,ACC0007,74669.26,ATM_Withdrawal,2025-04-28,,,normal,Low
TXN001068,ACC0279,912.29,ATM_Withdrawal,2025-07-26,,,normal,Low
TXN001069,ACC0122,88349.91,ATM_Withdrawal,2025-02-25,,,normal,Low
TXN001070,ACC0233,66309.21,Amazon,2025-04-15,Account Takeover,2025-05-09,fraud,High
TXN001071,ACC0126,41753.04,Zomato,2025-05-21,,,normal,Low
TXN001072,ACC0026,22281.01,BigBasket,2025-02-17,,,normal,Low
TXN001073,ACC0019,128081.7,Uber,2025-02-07,,,normal,High
TXN001074,ACC0170,7402.25,Unknown_POS,2025-01-23,,,normal,Low
TXN001075,ACC0092,100829.97,Swiggy,2025-02-11,,,normal,High
TXN001076,ACC0495,112412.75,BigBasket,2025-04-27,,,normal,High
TXN001077,ACC0477,14014.29,Uber,2025-01-10,,,normal,Low
TXN001078,ACC0166,134634.59,Flipkart,2025-04-05,,,normal,High
TXN001079,ACC0389,126504.28,Flipkart,2025-04-20,,,normal,High
TXN001080,ACC0150,20225.14,Uber,2025-05-01,,,normal,Low
TXN001081,ACC0169,62093.0,Zomato,2025-05-15,,,normal,Low
TXN001082,ACC0357,91827.46,Flipkart,2025-02-23,,,normal,Low
TXN001083,ACC0293,146903.52,Flipkart,2025-07-06,,,normal,High
TXN001084,ACC0248,103313.71,Uber,2025-07-05,,,normal,High
TXN001085,ACC0219,127177.31,Uber,2025-06-05,,,normal,High
TXN001086,ACC0270,149253.9,BigBasket,2025-05-28,,,normal,High
TXN001087,ACC0475,92162.78,ATM_Withdrawal,2025-02-03,,,normal,Low
TXN001088,ACC0267,94797.05,ATM_Withdrawal,2025-07-06,,,normal,Low
TXN001089,ACC0414,132555.37,Zomato,2025-02-16,,,normal,High
TXN001090,ACC0363,146889.69,Amazon,2025-03-16,,,normal,High
TXN001091,ACC0061,69759.6,Flipkart,2025-01-07,Identity Theft,2025-03-09,fraud,High
TXN001092,ACC0378,119944.67,Unknown_POS,2025-02-23,,,normal,High
TXN001093,ACC0212,50102.15,Zomato,2025-01-12,,,normal,Low
TXN001094,ACC0006,30218.01,Uber,2025-06-13,,,normal,Low
TXN001095,ACC0131,10222.02,Uber,2025-07-22,,,normal,Low
TXN001096,ACC0260,48622.38,Amazon,2025-05-21,,,normal,Low
TXN001097,ACC0059,50025.77,Unknown_POS,2025-06-25,,,normal,Low
TXN001098,ACC0371,92418.2,Amazon,2025-05-26,,,normal,Low
TXN001099,ACC0427,29142.64,BigBasket,2025-02-14,,,normal,Low
TXN001100,ACC0473,71892.29,ATM_Withdrawal,2025-06-22,,,normal,Low
TXN001101,ACC0409,96865.55,ATM_Withdrawal,2025-01-10,,,normal,Low
TXN001102,ACC0080,69119.66,BigBasket,2025-06-10,,,normal,Low
TXN001103,ACC0237,122134.29,Amazon,2025-07-20,,,normal,High
TXN001104,ACC0428,44936.59,BigBasket,2025-05-14,,,normal,Low
TXN001105,ACC0285,2856.83,BigBasket,2025-05-18,,,normal,Low
TXN001106,ACC0410,53071.65,Swiggy,2025-07-23,,,normal,Low
TXN001107,ACC0144,50905.91,Unknown_POS,2025-01-08,,,normal,Low
TXN001108,ACC0321,126368.75,Unknown_POS,2025-05-17,,,normal,High
TXN001109,ACC0096,17570.85,Uber,2025-06-02,,,normal,Low
TXN001110,ACC0362,106490.51,Uber,2025-03-22,,,normal,High
TXN001111,ACC0212,74583.31,Zomato,2025-01-23,,,normal,Low
TXN001112,ACC0191,124427.15,Uber,2025-04-26,,,normal,High
TXN001113,ACC0111,45382.63,Flipkart,2025-05-15,,,normal,Low
TXN001114,ACC0192,5657.39,Zomato,2025-07-20,Phishing,2025-05-07,fraud,Medium
TXN001115,ACC0468,66593.93,Amazon,2025-01-24,,,normal,Low
TXN001116,ACC0410,135748.12,Swiggy,2025-05-04,,,normal,High
TXN001117,ACC0098,138549.33,Uber,2025-03-29,,,normal,High
TXN001118,ACC0398,21537.09,Flipkart,2025-03-25,Phishing,2025-01-21,fraud,Medium
TXN001119,ACC0421,101523.76,Swiggy,2025-05-13,,,normal,High
TXN001120,ACC0106,5531.05,Unknown_POS,2025-07-05,,,normal,Low
TXN001121,ACC0366,17419.61,Uber,2025-05-14,,,normal,Low
TXN001122,ACC0478,103073.5,Flipkart,2025-01-12,,,normal,High
TXN001123,ACC0171,133383.42,Flipkart,2025-04-30,,,normal,High
TXN001124,ACC0267,98864.69,Uber,2025-07-16,,,normal,Low
TXN001125,ACC0012,113786.15,Zomato,2025-05-28,,,normal,High
TXN001126,ACC0165,28922.22,Uber,2025-02-21,,,normal,Low
TXN001127,ACC0273,115929.43,Flipkart,2025-03-23,,,normal,High
TXN001128,ACC0140,23666.53,Flipkart,2025-02-08,,,normal,Low
TXN001129,ACC0008,83965.88,Flipkart,2025-06-09,,,normal,Low
TXN001130,ACC0106,52580.2,BigBasket,2025-05-19,,,normal,Low
TXN001131,ACC0139,141494.51,Uber,2025-02-06,,,normal,High
TXN001132,ACC0294,25732.68,Uber,2025-03-04,,,normal,Low
TXN001133,ACC0314,81109.54,Amazon,2025-03-28,,,normal,Low
TXN001134,ACC0067,70636.8,Amazon,2025-01-08,Account Takeover,2025-07-01,fraud,High
TXN001135,ACC0055,8117.29,Unknown_POS,2025-04-09,,,normal,Low
TXN001136,ACC0201,105716.41,ATM_Withdrawal,2025-02-15,,,normal,High
TXN001137,ACC0316,46900.48,Zomato,2025-04-02,,,normal,Low
TXN001138,ACC0366,100647.0,Flipkart,2025-07-14,,,normal,High
TXN001139,ACC0499,114676.02,Swiggy,2025-07-13,,,normal,High
TXN001140,ACC0048,120362.46,ATM_Withdrawal,2025-07-28,,,normal,High
TXN001141,ACC0050,46593.23,ATM_Withdrawal,2025-04-27,Card Skimming,2025-02-12,fraud,Medium
TXN001142,ACC0241,142119.87,Swiggy,2025-03-01,,,normal,High
TXN001143,ACC0441,38745.01,BigBasket,2025-06-07,,,normal,Low
TXN001144,ACC0201,104957.21,BigBasket,2025-02-16,,,normal,High
TXN001145,ACC0404,68019.8,Amazon,2025-03-25,,,normal,Low
TXN001146,ACC0034,16977.41,ATM_Withdrawal,2025-05-02,,,normal,Low
TXN001147,ACC0237,42374.49,BigBasket,2025-02-13,,,normal,Low
TXN001148,ACC0310,19152.73,Flipkart,2025-05-28,,,normal,Low
TXN001149,ACC0208,107155.25,Flipkart,2025-07-29,Card Skimming,2025-06-11,fraud,Critical
TXN001150,ACC0167,97435.24,Uber,2025-05-23,,,normal,Low
TXN001151,ACC0273,60152.43,Unknown_POS,2025-04-29,,,normal,Low
TXN001152,ACC0123,36591.47,Swiggy,2025-06-08,,,normal,Low
TXN001153,ACC0499,57603.28,BigBasket,2025-05-04,,,normal,Low
TXN001154,ACC0107,104124.28,Unknown_POS,2025-07-28,,,normal,High
TXN001155,ACC0402,85103.32,BigBasket,2025-04-22,,,normal,Low
TXN001156,ACC0279,35461.34,Flipkart,2025-06-27,,,normal,Low
TXN001157,ACC0379,86149.53,ATM_Withdrawal,2025-07-02,,,normal,Low
TXN001158,ACC0059,89431.52,BigBasket,2025-06-01,,,normal,Low
TXN001159,ACC0285,123312.36,Swiggy,2025-01-25,,,normal,High
TXN001160,ACC0158,10487.66,Flipkart,2025-04-14,,,normal,Low
TXN001161,ACC0351,89480.99,Unknown_POS,2025-07-28,,,normal,Low
TXN001162,ACC0168,96766.12,Amazon,2025-05-07,,,normal,Low
TXN001163,ACC0047,122564.19,Amazon,2025-02-25,,,normal,High
TXN001164,ACC0388,99149.16,ATM_Withdrawal,2025-02-07,,,normal,Low
TXN001165,ACC0273,58527.9,ATM_Withdrawal,2025-03-16,,,normal,Low
